"Ea.outcome","Pa.outcome","Pch.outcome","Pci.outcome","Pf.outcome","Pp.outcome","Pv.outcome","Sm.outcome"
0,0,0,0.00378999999999999,0,0,0,0
0,0,0,0.00405999999999999,0,0,0,0
0.121701418439716,0,0,0.0481985815602837,0,0,0,0
0.103393333333333,0,0,0.0516966666666667,0,0,0,0
0,0.0331168627451,0,0,0.0318431372549,0,0,0
0,0.0295087719298,0,0,0.0377712280702,0,0,0
0,0,0.0913431707317073,0,0,0.0615168292682927,0,0
0,0,0.0907349253731343,0,0,0.0692450746268657,0,0
0,0,0,0,0,0,0.120050526315789,0.0225094736842105
0,0,0,0,0,0,0.0888036974789916,0.0600363025210084
0.0370137888199,0.11204173913,0,0.0120044720497,0,0,0,0
0.0434112,0.1100784,0,0.0015504,0,0,0,0
0.049632,0,0,0.0235752,0.0508728,0,0,0
0.0537446341463415,0,0,0.0109682926829268,0.0701970731707317,0,0,0
0,0,0.0766802586207,0,0,0,0,0.0977297413793
0,0,0.0703803571429,0,0,0,0,0.108769642857
0,0.0591893617021,0,0.00269042553191,0,0,0,0.064570212766
0,0.057552,0,0.009156,0,0,0,0.090252
0,0,0.084271746031746,0,0,0,0.081638253968254,0
0,0,0.0527446464646465,0,0,0,0.100835353535354,0
