"Ea.action","Pa.action","Pch.action","Pci.action","Pf.action","Pp.action","Pv.action","Sm.action"
0.023578426037521,0,0.023578426037521,0,0.023578426037521,0,0,0
0.00963329518843705,0,0.00963329518843705,0,0.00963329518843705,0,0,0
0.0133885376296317,0,0.0133885376296317,0,0,0.0133885376296317,0,0
0.0118886647736806,0,0.0118886647736806,0,0,0.0118886647736806,0,0
0.030520777517458,0,0.030520777517458,0,0,0,0.030520777517458,0
0.00294200066355263,0,0.00294200066355263,0,0,0,0.00294200066355263,0
0.0126126982430487,0,0.0126126982430487,0,0,0,0,0.0126126982430487
0.0268360999466619,0,0.0268360999466619,0,0,0,0,0.0268360999466619
0.023578426037521,0,0,0.023578426037521,0.023578426037521,0,0,0
0.00963329518843705,0,0,0.00963329518843705,0.00963329518843705,0,0,0
0.0133885376296317,0,0,0.0133885376296317,0,0.0133885376296317,0,0
0.0118886647736806,0,0,0.0118886647736806,0,0.0118886647736806,0,0
0.030520777517458,0,0,0.030520777517458,0,0,0.030520777517458,0
0.00294200066355263,0,0,0.00294200066355263,0,0,0.00294200066355263,0
0.0126126982430487,0,0,0.0126126982430487,0,0,0,0.0126126982430487
0.0268360999466619,0,0,0.0268360999466619,0,0,0,0.0268360999466619
0.023578426037521,0,0,0,0.023578426037521,0.023578426037521,0,0
0.00963329518843705,0,0,0,0.00963329518843705,0.00963329518843705,0,0
0.0133885376296317,0,0,0,0.0133885376296317,0,0.0133885376296317,0
0.0118886647736806,0,0,0,0.0118886647736806,0,0.0118886647736806,0
0.030520777517458,0,0,0,0.030520777517458,0,0,0.030520777517458
0.00294200066355263,0,0,0,0.00294200066355263,0,0,0.00294200066355263
0.0126126982430487,0,0,0,0,0.0126126982430487,0.0126126982430487,0
0.0268360999466619,0,0,0,0,0.0268360999466619,0.0268360999466619,0
0.023578426037521,0,0,0,0,0.023578426037521,0,0.023578426037521
0.00963329518843705,0,0,0,0,0.00963329518843705,0,0.00963329518843705
0.0133885376296317,0,0,0,0,0,0.0133885376296317,0.0133885376296317
0.0118886647736806,0,0,0,0,0,0.0118886647736806,0.0118886647736806
0,0.030520777517458,0.030520777517458,0.030520777517458,0,0,0,0
0,0.00294200066355263,0.00294200066355263,0.00294200066355263,0,0,0,0
0,0.0126126982430487,0.0126126982430487,0,0.0126126982430487,0,0,0
0,0.0268360999466619,0.0268360999466619,0,0.0268360999466619,0,0,0
0,0.023578426037521,0.023578426037521,0,0,0.023578426037521,0,0
0,0.00963329518843705,0.00963329518843705,0,0,0.00963329518843705,0,0
0,0.0133885376296317,0.0133885376296317,0,0,0,0.0133885376296317,0
0,0.0118886647736806,0.0118886647736806,0,0,0,0.0118886647736806,0
0,0.030520777517458,0.030520777517458,0,0,0,0,0.030520777517458
0,0.00294200066355263,0.00294200066355263,0,0,0,0,0.00294200066355263
0,0.0126126982430487,0,0.0126126982430487,0.0126126982430487,0,0,0
0,0.0268360999466619,0,0.0268360999466619,0.0268360999466619,0,0,0
0,0.023578426037521,0,0.023578426037521,0,0.023578426037521,0,0
0,0.00963329518843705,0,0.00963329518843705,0,0.00963329518843705,0,0
0,0.0133885376296317,0,0.0133885376296317,0,0,0.0133885376296317,0
0,0.0118886647736806,0,0.0118886647736806,0,0,0.0118886647736806,0
0,0.030520777517458,0,0.030520777517458,0,0,0,0.030520777517458
0,0.00294200066355263,0,0.00294200066355263,0,0,0,0.00294200066355263
0,0.0126126982430487,0,0,0.0126126982430487,0.0126126982430487,0,0
0,0.0268360999466619,0,0,0.0268360999466619,0.0268360999466619,0,0
0,0.023578426037521,0,0,0.023578426037521,0,0.023578426037521,0
0,0.00963329518843705,0,0,0.00963329518843705,0,0.00963329518843705,0
0,0.0133885376296317,0,0,0.0133885376296317,0,0,0.0133885376296317
0,0.0118886647736806,0,0,0.0118886647736806,0,0,0.0118886647736806
0,0.030520777517458,0,0,0,0.030520777517458,0.030520777517458,0
0,0.00294200066355263,0,0,0,0.00294200066355263,0.00294200066355263,0
0,0.0126126982430487,0,0,0,0.0126126982430487,0,0.0126126982430487
0,0.0268360999466619,0,0,0,0.0268360999466619,0,0.0268360999466619
0,0.023578426037521,0,0,0,0,0.023578426037521,0.023578426037521
0,0.00963329518843705,0,0,0,0,0.00963329518843705,0.00963329518843705
0,0,0.0133885376296317,0.0133885376296317,0.0133885376296317,0,0,0
0,0,0.0118886647736806,0.0118886647736806,0.0118886647736806,0,0,0
0,0,0.030520777517458,0.030520777517458,0,0.030520777517458,0,0
0,0,0.00294200066355263,0.00294200066355263,0,0.00294200066355263,0,0
0,0,0.0126126982430487,0.0126126982430487,0,0,0.0126126982430487,0
0,0,0.0268360999466619,0.0268360999466619,0,0,0.0268360999466619,0
0,0,0.023578426037521,0.023578426037521,0,0,0,0.023578426037521
0,0,0.00963329518843705,0.00963329518843705,0,0,0,0.00963329518843705
0,0,0.0133885376296317,0,0.0133885376296317,0.0133885376296317,0,0
0,0,0.0118886647736806,0,0.0118886647736806,0.0118886647736806,0,0
0,0,0.030520777517458,0,0.030520777517458,0,0.030520777517458,0
0,0,0.00294200066355263,0,0.00294200066355263,0,0.00294200066355263,0
0,0,0.0126126982430487,0,0,0.0126126982430487,0.0126126982430487,0
0,0,0.0268360999466619,0,0,0.0268360999466619,0.0268360999466619,0
0,0,0.023578426037521,0,0,0.023578426037521,0,0.023578426037521
0,0,0.00963329518843705,0,0,0.00963329518843705,0,0.00963329518843705
0,0,0.0133885376296317,0,0,0,0.0133885376296317,0.0133885376296317
0,0,0.0118886647736806,0,0,0,0.0118886647736806,0.0118886647736806
0,0,0,0.030520777517458,0.030520777517458,0.030520777517458,0,0
0,0,0,0.00294200066355263,0.00294200066355263,0.00294200066355263,0,0
0,0,0,0.0126126982430487,0.0126126982430487,0,0.0126126982430487,0
0,0,0,0.0268360999466619,0.0268360999466619,0,0.0268360999466619,0
0,0,0,0.023578426037521,0.023578426037521,0,0,0.023578426037521
0,0,0,0.00963329518843705,0.00963329518843705,0,0,0.00963329518843705
0,0,0,0.0133885376296317,0,0.0133885376296317,0.0133885376296317,0
0,0,0,0.0118886647736806,0,0.0118886647736806,0.0118886647736806,0
0,0,0,0.030520777517458,0,0.030520777517458,0,0.030520777517458
0,0,0,0.00294200066355263,0,0.00294200066355263,0,0.00294200066355263
0,0,0,0.0126126982430487,0,0,0.0126126982430487,0.0126126982430487
0,0,0,0.0268360999466619,0,0,0.0268360999466619,0.0268360999466619
0,0,0,0,0.023578426037521,0.023578426037521,0.023578426037521,0
0,0,0,0,0.00963329518843705,0.00963329518843705,0.00963329518843705,0
0,0,0,0,0.0133885376296317,0.0133885376296317,0,0.0133885376296317
0,0,0,0,0.0118886647736806,0.0118886647736806,0,0.0118886647736806
0,0,0,0,0.030520777517458,0,0.030520777517458,0.030520777517458
0,0,0,0,0.00294200066355263,0,0.00294200066355263,0.00294200066355263
0,0,0,0,0,0.0126126982430487,0.0126126982430487,0.0126126982430487
0,0,0,0,0,0.0268360999466619,0.0268360999466619,0.0268360999466619
0.023578426037521,0.023578426037521,0.023578426037521,0.023578426037521,0.023578426037521,0.023578426037521,0.023578426037521,0.023578426037521
0.00963329518843705,0.00963329518843705,0.00963329518843705,0.00963329518843705,0.00963329518843705,0.00963329518843705,0.00963329518843705,0.00963329518843705
0,0.0133885376296317,0.0133885376296317,0.0133885376296317,0.0133885376296317,0.0133885376296317,0.0133885376296317,0.0133885376296317
0,0.0118886647736806,0.0118886647736806,0.0118886647736806,0.0118886647736806,0.0118886647736806,0.0118886647736806,0.0118886647736806
0.030520777517458,0,0.030520777517458,0.030520777517458,0.030520777517458,0.030520777517458,0.030520777517458,0.030520777517458
0.00294200066355263,0,0.00294200066355263,0.00294200066355263,0.00294200066355263,0.00294200066355263,0.00294200066355263,0.00294200066355263
0.0126126982430487,0.0126126982430487,0,0.0126126982430487,0.0126126982430487,0.0126126982430487,0.0126126982430487,0.0126126982430487
0.0268360999466619,0.0268360999466619,0,0.0268360999466619,0.0268360999466619,0.0268360999466619,0.0268360999466619,0.0268360999466619
0.023578426037521,0.023578426037521,0.023578426037521,0,0.023578426037521,0.023578426037521,0.023578426037521,0.023578426037521
0.00963329518843705,0.00963329518843705,0.00963329518843705,0,0.00963329518843705,0.00963329518843705,0.00963329518843705,0.00963329518843705
0.0133885376296317,0.0133885376296317,0.0133885376296317,0.0133885376296317,0,0.0133885376296317,0.0133885376296317,0.0133885376296317
0.0118886647736806,0.0118886647736806,0.0118886647736806,0.0118886647736806,0,0.0118886647736806,0.0118886647736806,0.0118886647736806
0.030520777517458,0.030520777517458,0.030520777517458,0.030520777517458,0.030520777517458,0,0.030520777517458,0.030520777517458
0.00294200066355263,0.00294200066355263,0.00294200066355263,0.00294200066355263,0.00294200066355263,0,0.00294200066355263,0.00294200066355263
0.0126126982430487,0.0126126982430487,0.0126126982430487,0.0126126982430487,0.0126126982430487,0.0126126982430487,0,0.0126126982430487
0.0268360999466619,0.0268360999466619,0.0268360999466619,0.0268360999466619,0.0268360999466619,0.0268360999466619,0,0.0268360999466619
0.023578426037521,0.023578426037521,0.023578426037521,0.023578426037521,0.023578426037521,0.023578426037521,0.023578426037521,0
0.00963329518843705,0.00963329518843705,0.00963329518843705,0.00963329518843705,0.00963329518843705,0.00963329518843705,0.00963329518843705,0
