"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star"
0.0032106432411762,0.0415364492394037,0,0,0,0.126275644599357,0,0
0.0194257359799149,0.0975220229645324,0,0,0,0,0.0415364492394037,0
0.0194257359799149,0.0975220229645324,0,0,0,0,0.0415364492394037,0
0.0194257359799149,0.126275644599357,0,0,0,0,0,0
0.0194257359799149,0.126275644599357,0,0,0,0,0,0
0.0415364492394037,0,0.126275644599357,0,0,0,0,0
0.0415364492394037,0,0.126275644599357,0,0,0,0,0
0.0415364492394037,0,0.0975220229645324,0,0,0,0,0
0.0415364492394037,0,0.0975220229645324,0,0,0,0,0
0.0194257359799149,0,0.126275644599357,0,0,0,0.0194257359799149,0
0.0194257359799149,0,0.126275644599357,0,0,0,0.0194257359799149,0
0.0415364492394037,0,0.0975220229645324,0,0,0,0,0
0.0415364492394037,0,0.0975220229645324,0,0,0,0,0
0.0569269635006156,0,0,0.0194257359799149,0.0569269635006156,0,0,0
0.0569269635006156,0,0,0.0194257359799149,0.0569269635006156,0,0,0
0.0194257359799149,0,0,0.0032106432411762,0,0.126275644599357,0,0
0.0194257359799149,0,0,0.0032106432411762,0,0.126275644599357,0,0
0.0032106432411762,0,0,0,0,0,0.126275644599357,0
0.0032106432411762,0,0,0,0,0,0.126275644599357,0
0.0415364492394037,0,0,0,0.0569269635006156,0.0194257359799149,0,0
0.0415364492394037,0,0,0,0.0569269635006156,0.0194257359799149,0,0
0.0569269635006156,0,0,0,0.0569269635006156,0,0.0194257359799149,0
0.0569269635006156,0,0,0,0.0569269635006156,0,0.0194257359799149,0
0.0569269635006156,0,0,0,0.0569269635006156,0,0,0
0.0569269635006156,0,0,0,0.0569269635006156,0,0,0
0.0194257359799149,0,0,0,0,0.126275644599357,0.0032106432411762,0
0.0194257359799149,0,0,0,0,0.126275644599357,0.0032106432411762,0
0.0194257359799149,0,0,0,0,0.126275644599357,0,0
0.0194257359799149,0,0,0,0,0.126275644599357,0,0
0,0,0,0,0,0,0.126275644599357,0.0032106432411762
0,0,0,0,0,0,0.126275644599357,0.0032106432411762
0,0,0.0975220229645324,0,0,0,0,0
0,0,0.0975220229645324,0,0,0,0,0
0,0,0.0975220229645324,0,0,0,0,0
0,0,0.0975220229645324,0,0,0,0,0
0,0,0.0975220229645324,0,0,0.0975220229645324,0,0
0,0,0.0975220229645324,0,0,0.0975220229645324,0,0
0,0,0.0975220229645324,0,0,0,0.0706224024599553,0
0,0,0.0975220229645324,0,0,0,0.0706224024599553,0
0,0,0.0706224024599553,0,0,0,0,0.0830900522782194
0,0,0.0706224024599553,0,0,0,0,0.0830900522782194
0,0.0569269635006156,0,0,0,0.0830900522782194,0,0
0,0.0569269635006156,0,0,0,0.0830900522782194,0,0
0,0.0830900522782194,0,0,0,0,0.0706224024599553,0
0,0.0830900522782194,0,0,0,0,0.0706224024599553,0
0,0.0975220229645324,0,0,0,0,0,0.0830900522782194
0,0.0975220229645324,0,0,0,0,0,0.0830900522782194
0,0.0032106432411762,0,0,0.0415364492394037,0.0975220229645324,0,0
0,0.0032106432411762,0,0,0.0415364492394037,0.0975220229645324,0,0
0,0,0,0,0.0569269635006156,0,0.126275644599357,0
0,0,0,0,0.0569269635006156,0,0.126275644599357,0
0,0.0032106432411762,0,0,0.0415364492394037,0,0,0.0830900522782194
0,0.0032106432411762,0,0,0.0415364492394037,0,0,0.0830900522782194
0,0.0415364492394037,0,0,0,0.0830900522782194,0,0
0,0.0415364492394037,0,0,0,0.0830900522782194,0,0
0,0.0569269635006156,0,0,0,0.126275644599357,0,0
0,0.0569269635006156,0,0,0,0.126275644599357,0,0
0,0,0.0706224024599553,0,0,0,0,0
0,0,0.0706224024599553,0,0,0,0,0
0,0,0.0706224024599553,0,0,0,0.0975220229645324,0
0,0,0.0706224024599553,0,0,0,0.0975220229645324,0
0,0,0.0706224024599553,0,0,0,0,0.0706224024599553
0,0,0.0706224024599553,0,0,0,0,0.0706224024599553
0,0,0.0830900522782194,0,0,0.0706224024599553,0,0
0,0,0.0830900522782194,0,0,0.0706224024599553,0,0
0,0,0.0706224024599553,0,0,0,0.0706224024599553,0
0,0,0.0706224024599553,0,0,0,0.0706224024599553,0
0,0,0.0706224024599553,0,0.0194257359799149,0,0,0.0706224024599553
0,0,0.0706224024599553,0,0.0194257359799149,0,0,0.0706224024599553
0,0,0.0975220229645324,0,0,0,0.0706224024599553,0
0,0,0.0975220229645324,0,0,0,0.0706224024599553,0
0,0,0.0830900522782194,0,0,0,0.0569269635006156,0
0,0,0.0830900522782194,0,0,0,0.0569269635006156,0
0,0,0,0,0.0415364492394037,0.0830900522782194,0,0
0,0,0,0,0.0415364492394037,0.0830900522782194,0,0
0,0,0,0,0.0569269635006156,0,0.0975220229645324,0
0,0,0,0,0.0569269635006156,0,0.0975220229645324,0
0,0,0,0.0032106432411762,0.0569269635006156,0,0,0.0830900522782194
0,0,0,0.0032106432411762,0.0569269635006156,0,0,0.0830900522782194
0,0,0,0,0,0.126275644599357,0.0032106432411762,0
0,0,0,0,0,0.126275644599357,0.0032106432411762,0
0,0,0,0,0,0.126275644599357,0,0.0032106432411762
0,0,0,0,0,0.126275644599357,0,0.0032106432411762
0,0,0,0,0,0,0.126275644599357,0.0194257359799149
0,0,0,0,0,0,0.126275644599357,0.0194257359799149
0,0,0,0,0.0415364492394037,0.0569269635006156,0.0415364492394037,0
0,0,0,0,0.0415364492394037,0.0569269635006156,0.0415364492394037,0
0,0,0,0,0.0569269635006156,0.0706224024599553,0,0
0,0,0,0,0.0569269635006156,0.0706224024599553,0,0
0,0,0,0,0.0415364492394037,0,0.126275644599357,0
0,0,0,0,0.0415364492394037,0,0.126275644599357,0
0,0,0,0,0,0.126275644599357,0.0032106432411762,0.0032106432411762
0,0,0,0,0,0.126275644599357,0.0032106432411762,0.0032106432411762
0,0,0.0975220229645324,0,0,0,0.0569269635006156,0
0,0,0.0975220229645324,0,0,0,0.0569269635006156,0
0,0,0.0975220229645324,0,0,0,0.0569269635006156,0
0,0,0.0975220229645324,0,0,0,0.0569269635006156,0
0.0032106432411762,0,0.0569269635006156,0,0.0194257359799149,0.0194257359799149,0.0194257359799149,0
0.0032106432411762,0,0.0569269635006156,0,0.0194257359799149,0.0194257359799149,0.0194257359799149,0
0.0194257359799149,0,0,0,0.0415364492394037,0.0830900522782194,0,0
0.0194257359799149,0,0,0,0.0415364492394037,0.0830900522782194,0,0
0,0,0.0569269635006156,0,0,0,0.0194257359799149,0
0,0,0.0569269635006156,0,0,0,0.0194257359799149,0
0,0,0.126275644599357,0,0,0,0.0830900522782194,0
0,0,0.126275644599357,0,0,0,0.0830900522782194,0
0,0,0.0975220229645324,0,0,0,0.0569269635006156,0
0,0,0.0975220229645324,0,0,0,0.0569269635006156,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0.0975220229645324,0,0,0,0.0830900522782194,0
0,0,0.0975220229645324,0,0,0,0.0830900522782194,0
