"Ea.outcome","Pa.outcome","Pch.outcome","Pci.outcome","Pf.outcome","Pp.outcome","Pv.outcome","Sm.outcome"
0,0,0,0,0,0,0.10438,0
0,0,0,0,0,0,0.10996,0
0.0435445544554,0.101603960396,0,0.00145148514851,0,0,0,0
0.0516917829457,0.115626356589,0,0.00816186046512,0,0,0,0
0.0567742222222222,0,0,0,0.0543057777777778,0,0,0
0.0610232926829268,0,0,0,0.0553467073170732,0,0,0
0,0,0.08109,0,0,0,0,0
0,0,0.08935,0,0,0,0,0
0,0.00831925925926,0,0,0.033277037037,0,0,0.0707137037037
0,0.00996854700855,0,0,0.0398741880342,0,0,0.0959472649573
0,0,0.0699555102040816,0,0,0,0.0858544897959184,0
0,0,0.0825531707317073,0,0,0,0.0646068292682927,0
0,0,0.0673835051546392,0,0.0122515463917526,0,0.0689149484536082,0
0,0,0.0704122807017544,0,0.0112659649122807,0,0.0788617543859649,0
0,0,0,0,0.04500125,0,0.10928875,0
0,0,0,0,0.0562516326530612,0,0.0888183673469388,0
0,0,0,0,0.0518279104477612,0.0729429850746269,0,0.00383910447761194
0,0,0,0,0.0319186486486486,0.107021351351351,0,0
0.00532666666667,0.00133166666667,0,0,0.0372866666667,0.059925,0,0
0.00433310344828,0,0,0,0.0671631034483,0.0519972413793,0.00216655172414,0
