"Ea.outcome","Pa.outcome","Pch.outcome","Pci.outcome","Pf.outcome","Pp.outcome","Pv.outcome","Sm.outcome"
0.12451,0,0,0,0,0,0,0
0.12323,0,0,0,0,0,0,0
0,0.07353,0,0,0,0,0,0
0,0.07209,0,0,0,0,0,0
0,0,0.08225,0,0,0,0,0
0,0,0.07488,0,0,0,0,0
0,0,0,0,0,0,0.11812,0
0,0,0,0,0,0,0.10996,0
0,0,0.0763257142857,0,0.00346935064935,0.0294894805195,0.0208161038961,0.00346935064935
0,0,0.0804111235955,0,0,0,0.0546188764045,0
0,0,0.0809789041096,0,0.0017604109589,0.0264061643836,0.0193645205479,0
0,0,0.104966794872,0,0.00214217948718,0,0.059981025641,0
0.0184875,0,0,0,0.060084375,0.044678125,0,0
0.0105476923077,0,0,0,0.0281271794872,0.0984451282051,0,0
0,0,0.0632571428571,0,0.0123,0.0386571428571,0.0210857142857,0
0,0,0.0750855319149,0,0,0,0.0853244680851,0
0,0,0.0984025316456,0,0,0,0.0628101265823,0.00418734177215
0,0,0.0827406493506,0,0,0,0.0894493506494,0
0,0,0.106135714286,0,0,0.0405245454545,0,0.00192974025974
0.02984515625,0,0.07116921875,0,0.0321409375,0.0137746875,0,0
