"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star"
0,0.0400687264227553,0,0,0,0.126051914014043,0,0
0,0.0813032375077788,0,0,0,0,0.0970006742046861,0
0,0.0813032375077788,0,0,0,0,0.0970006742046861,0
0,0.0400687264227553,0,0.00411055847722441,0,0,0,0.0687920508465471
0,0.0400687264227553,0,0.00411055847722441,0,0,0,0.0687920508465471
0,0.00411055847722441,0,0,0.0400687264227553,0.0970006742046861,0,0
0,0.00411055847722441,0,0,0.0400687264227553,0.0970006742046861,0,0
0,0,0,0,0.0558265412794677,0,0.0970006742046861,0
0,0,0,0,0.0558265412794677,0,0.0970006742046861,0
0,0,0,0,0.0558265412794677,0,0,0.0813032375077788
0,0,0,0,0.0558265412794677,0,0,0.0813032375077788
0,0.0558265412794677,0,0,0,0.126051914014043,0,0
0,0.0558265412794677,0,0,0,0.126051914014043,0,0
0,0.0400687264227553,0,0,0,0.126051914014043,0,0
0,0.0400687264227553,0,0,0,0.126051914014043,0,0
0,0.0970006742046861,0,0,0,0,0.0813032375077788,0.00411055847722441
0,0.0970006742046861,0,0,0,0,0.0813032375077788,0.00411055847722441
0,0,0.0813032375077788,0,0,0,0,0
0,0,0.0813032375077788,0,0,0,0,0
0,0,0.0970006742046861,0,0,0.0558265412794677,0,0
0,0,0.0970006742046861,0,0,0.0558265412794677,0,0
0,0,0.0687920508465471,0,0,0,0.0687920508465471,0
0,0,0.0687920508465471,0,0,0,0.0687920508465471,0
0,0,0.0687920508465471,0,0,0,0,0.0687920508465471
0,0,0.0687920508465471,0,0,0,0,0.0687920508465471
0,0,0.0687920508465471,0,0.0198750761860683,0,0.0687920508465471,0
0,0,0.0687920508465471,0,0.0198750761860683,0,0.0687920508465471,0
0,0,0.0813032375077788,0,0.0198750761860683,0,0,0.0687920508465471
0,0,0.0813032375077788,0,0.0198750761860683,0,0,0.0687920508465471
0,0,0.126051914014043,0,0,0,0.0400687264227553,0
0,0,0.126051914014043,0,0,0,0.0400687264227553,0
0,0,0.0970006742046861,0,0,0.0400687264227553,0,0
0,0,0.0970006742046861,0,0,0.0400687264227553,0,0
0,0,0.0970006742046861,0,0,0,0.0687920508465471,0
0,0,0.0970006742046861,0,0,0,0.0687920508465471,0
0,0,0,0,0.0400687264227553,0,0.0970006742046861,0
0,0,0,0,0.0400687264227553,0,0.0970006742046861,0
0,0,0,0.00411055847722441,0.0558265412794677,0,0,0.0813032375077788
0,0,0,0.00411055847722441,0.0558265412794677,0,0,0.0813032375077788
0,0,0,0,0,0.126051914014043,0,0
0,0,0,0,0,0.126051914014043,0,0
0,0,0,0,0.0558265412794677,0.0687920508465471,0.0198750761860683,0
0,0,0,0,0.0558265412794677,0.0687920508465471,0.0198750761860683,0
0,0,0,0,0.0400687264227553,0.126051914014043,0,0
0,0,0,0,0.0400687264227553,0.126051914014043,0,0
0,0,0,0,0.0558265412794677,0,0.126051914014043,0
0,0,0,0,0.0558265412794677,0,0.126051914014043,0
0,0,0,0,0,0.126051914014043,0.0198750761860683,0.00411055847722441
0,0,0,0,0,0.126051914014043,0.0198750761860683,0.00411055847722441
0,0,0.0558265412794677,0,0.0198750761860683,0,0.0198750761860683,0
0,0,0.0558265412794677,0,0.0198750761860683,0,0.0198750761860683,0
0,0,0.0813032375077788,0,0.00411055847722441,0,0.0198750761860683,0
0,0,0.0813032375077788,0,0.00411055847722441,0,0.0198750761860683,0
0.0198750761860683,0,0,0,0.0400687264227553,0.0813032375077788,0,0
0.0198750761860683,0,0,0,0.0400687264227553,0.0813032375077788,0,0
0,0,0.0813032375077788,0,0.00411055847722441,0,0.0198750761860683,0
0,0,0.0813032375077788,0,0.00411055847722441,0,0.0198750761860683,0
0,0,0.0970006742046861,0,0,0,0.0813032375077788,0
0,0,0.0970006742046861,0,0,0,0.0813032375077788,0
0,0,0.0813032375077788,0,0,0,0.0558265412794677,0
0,0,0.0813032375077788,0,0,0,0.0558265412794677,0
0,0,0.126051914014043,0,0,0.0198750761860683,0,0
0,0,0.126051914014043,0,0,0.0198750761860683,0,0
0,0,0.0970006742046861,0,0.00411055847722441,0,0.0687920508465471,0
0,0,0.0970006742046861,0,0.00411055847722441,0,0.0687920508465471,0
