"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star"
0,0,0,0,0,0,0.125037135416667,0.00406364994686686
0,0,0,0,0,0,0.125037135416667,0.00406364994686686
0,0,0.0820880345377044,0,0.0204954702711512,0,0,0
0,0,0.0820880345377044,0,0.0204954702711512,0,0,0
0,0,0.125037135416667,0,0,0.0552488696261394,0,0
0,0,0.125037135416667,0,0,0.0552488696261394,0,0
0,0,0.0958995461309522,0,0,0,0.0687946291202898,0
0,0,0.0958995461309522,0,0,0,0.0687946291202898,0
0,0,0.0687946291202898,0,0,0,0,0.0687946291202898
0,0,0.0687946291202898,0,0,0,0,0.0687946291202898
0,0.0410486718330398,0,0,0.0410486718330398,0,0,0
0,0.0410486718330398,0,0,0.0410486718330398,0,0,0
0,0.0410486718330398,0,0,0,0.0958995461309522,0,0
0,0.0410486718330398,0,0,0,0.0958995461309522,0,0
0,0.0958995461309522,0,0,0,0,0.0820880345377044,0
0,0.0958995461309522,0,0,0,0,0.0820880345377044,0
0,0.0410486718330398,0,0.00406364994686686,0,0,0,0.0687946291202898
0,0.0410486718330398,0,0.00406364994686686,0,0,0,0.0687946291202898
0,0.00406364994686686,0,0,0.0410486718330398,0.0958995461309522,0,0
0,0.00406364994686686,0,0,0.0410486718330398,0.0958995461309522,0,0
0,0,0,0,0.0552488696261394,0,0.0958995461309522,0
0,0,0,0,0.0552488696261394,0,0.0958995461309522,0
0,0,0,0,0.0204954702711512,0,0,0.0687946291202898
0,0,0,0,0.0204954702711512,0,0,0.0687946291202898
0,0.0410486718330398,0,0,0,0.0820880345377044,0,0
0,0.0410486718330398,0,0,0,0.0820880345377044,0,0
0,0.0410486718330398,0,0,0,0.125037135416667,0,0
0,0.0410486718330398,0,0,0,0.125037135416667,0,0
0,0.0958995461309522,0,0,0,0,0.0820880345377044,0
0,0.0958995461309522,0,0,0,0,0.0820880345377044,0
0,0,0.0820880345377044,0,0,0,0,0
0,0,0.0820880345377044,0,0,0,0,0
0,0,0.0958995461309522,0,0,0.0552488696261394,0,0
0,0,0.0958995461309522,0,0,0.0552488696261394,0,0
0,0,0.0820880345377044,0,0,0,0.0687946291202898,0
0,0,0.0820880345377044,0,0,0,0.0687946291202898,0
0,0,0.0687946291202898,0,0,0,0,0.0687946291202898
0,0,0.0687946291202898,0,0,0,0,0.0687946291202898
0,0,0.0820880345377044,0,0.0410486718330398,0.0687946291202898,0,0
0,0,0.0820880345377044,0,0.0410486718330398,0.0687946291202898,0,0
0,0,0.0820880345377044,0,0.00406364994686686,0,0,0.0687946291202898
0,0,0.0820880345377044,0,0.00406364994686686,0,0,0.0687946291202898
0,0,0.125037135416667,0,0,0,0.0820880345377044,0
0,0,0.125037135416667,0,0,0,0.0820880345377044,0
0,0,0.0958995461309522,0,0,0,0,0
0,0,0.0958995461309522,0,0,0,0,0
0,0,0,0,0.0410486718330398,0.125037135416667,0,0
0,0,0,0,0.0410486718330398,0.125037135416667,0,0
0,0,0,0,0.0552488696261394,0,0.0958995461309522,0
0,0,0,0,0.0552488696261394,0,0.0958995461309522,0
0,0,0,0,0,0.125037135416667,0,0
0,0,0,0,0,0.125037135416667,0,0
0,0,0,0,0,0.125037135416667,0,0.00406364994686686
0,0,0,0,0,0.125037135416667,0,0.00406364994686686
0,0,0,0,0,0,0.125037135416667,0.00406364994686686
0,0,0,0,0,0,0.125037135416667,0.00406364994686686
0,0,0,0,0.0410486718330398,0.0687946291202898,0.0204954702711512,0
0,0,0,0,0.0410486718330398,0.0687946291202898,0.0204954702711512,0
0,0,0,0,0.0552488696261394,0.0687946291202898,0,0
0,0,0,0,0.0552488696261394,0.0687946291202898,0,0
0,0,0,0,0.0410486718330398,0,0.0958995461309522,0
0,0,0,0,0.0410486718330398,0,0.0958995461309522,0
0,0,0,0,0,0.125037135416667,0.0204954702711512,0.00406364994686686
0,0,0,0,0,0.125037135416667,0.0204954702711512,0.00406364994686686
0,0,0.0820880345377044,0,0,0,0.0552488696261394,0
0,0,0.0820880345377044,0,0,0,0.0552488696261394,0
0,0,0.0958995461309522,0,0,0,0.0552488696261394,0
0,0,0.0958995461309522,0,0,0,0.0552488696261394,0
0,0,0.0958995461309522,0,0,0,0.0687946291202898,0
0,0,0.0958995461309522,0,0,0,0.0687946291202898,0
0.0204954702711512,0,0,0,0.0410486718330398,0.0820880345377044,0,0
0.0204954702711512,0,0,0,0.0410486718330398,0.0820880345377044,0,0
0,0,0.0958995461309522,0,0,0,0.0820880345377044,0
0,0,0.0958995461309522,0,0,0,0.0820880345377044,0
0,0,0.0820880345377044,0,0.00406364994686686,0,0.0820880345377044,0
0,0,0.0820880345377044,0,0.00406364994686686,0,0.0820880345377044,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0.0820880345377044,0,0,0,0.0552488696261394,0
0,0,0.0820880345377044,0,0,0,0.0552488696261394,0
