"ACRU.action","ACSA.action","BEAL.action","FAGR.action","TSCA.action","FRAM.action","PIST.action","PRSE.action","QURU.action","environment.initial","ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome","state_idx"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,168,0,22,320
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,280,0,74,320
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,297,0,151,320
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,135,163,0,192
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,200,167,0,192
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,94,216,0,192
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,194,0,0,0,32
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,163,0,0,0,32
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,62,0,0,243,288
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9,0,0,266,288
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,195,0,160
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,32,0,193,0,160
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,141,0,160
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,200,25,416
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,103,141,416
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,166,45,416
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,293,0,0,96
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,259,0,48,352
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,106,119,0,224
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,128,150,0,224
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,118,131,0,224
