"Bar.action","undLac.action","uncLac.action","Oth.action","Bla.action","undMol.action","Akk.action","Cop.action","Clodif.action","Ent.action","undEnt.action"
0,0,0,0.00627713512027481,0.00734917818868819,0,0,0,0,0,0.552712369719581
0,0,0,0,0,0.439959716620436,0,0,0,0,0.0631999716282035
0,0,0.00734917818868819,0,0,0.114363065956239,0,0,0,0,0.115961959820542
0,0,2.40956818109672,0,0,0,0.610043583264621,0,0,0,0.273666398085979
0,0,0,0,0.34174059224016,0,0.552712369719581,0,0,0,0.00627713512027481
0,0,0,0,0,0.552712369719581,0.0631999716282035,0,0,0,0.00734917818868819
0,0,0,0,0,0,0,0.273666398085979,0,0,2.40956818109672
0.114363065956239,0,0,0,0,0,0,0.00627713512027481,0,0,0.439959716620436
0,0.610043583264621,0,0,0,0,0,0.00734917818868819,0,0,0.114363065956239
0,0,0,0.115961959820542,0,0,0,2.40956818109672,0,0,0.34174059224016
0,0,0,0,0.00627713512027481,0,0,0.439959716620436,0,0,0.610043583264621
0,0.115961959820542,0,0,0,0,0,0,0.34174059224016,0,0.552712369719581
0,0,0,0,2.40956818109672,0,0,0,0.610043583264621,0,0.0631999716282035
0,0,0,0,0,0,0.34174059224016,0,0.552712369719581,0,0.115961959820542
0,0,0,0,0,0,0,0,0,0.115961959820542,0.273666398085979
0,0,0.439959716620436,0,0,0,0,0,0,0.273666398085979,0.00627713512027481
0,0,0,0.34174059224016,0,0,0,0,0,0.00627713512027481,0.00734917818868819
0,0,0,0,0.552712369719581,0,0,0,0,0.00734917818868819,2.40956818109672
0,0,0,0,0,0.115961959820542,0,0,0,2.40956818109672,0.439959716620436
0,0,0,0,0,0,0,0.00734917818868819,0,0.439959716620436,0.114363065956239
