"Bar.outcome","undLac.outcome","uncLac.outcome","Oth.outcome","Bla.outcome","undMol.outcome","Akk.outcome","Cop.outcome","Clodif.outcome","Ent.outcome","undEnt.outcome"
1.15875489248297,0,0,0,0,1.16802443102601,0,0,0,0,0
0,0,0,0,0,0,0.189458924447378,0,0,0,0
0,0,0,0,0,0,0,0.190781005792038,0,0,0
0,0,3.50423145050186,0,0,0,0,0,0,0,0
0,0,0,0,0,2.13115877519993,0,0,13.320395414246,0,0
0,0,0,0,0,0,0,0,7.02609163453778,0,0
0,2.72940607637992,0,0,0,0,0,0,0,1.82698181217168,0
0,0,3.83327975277871,0,0,0,0,0,0,1.39440735935665,0
0,0,0,0,0,0,0,0,11.8048431119118,2.39560478367278,0
0,0,0,0,0,0,0,0,0,1.32668475363234,0.924931851321289
