"MelS.action","Hyd.action","SimA.action","Vir.action","Stv.action","Merc.action","Trop.action","Ins.action","Wplus.action","Eqx.action","Paul.action","Neb.action","Zap.action","Fun.action","Psd.action","Ser.action","WW.action","Pro.action","Eug.action","Bir.action","Pallid.action","food.initial","temperature.initial","MelS.outcome","Hyd.outcome","SimA.outcome","Vir.outcome","Stv.outcome","Merc.outcome","Trop.outcome","Ins.outcome","Wplus.outcome","Eqx.outcome","Paul.outcome","Neb.outcome","Zap.outcome","Fun.outcome","Psd.outcome","Ser.outcome","WW.outcome","Pro.outcome","Eug.outcome","Bir.outcome","Pallid.outcome","state_idx"
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4097
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8193
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32769
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65537
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262145
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048577
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"thick","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"thin","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"thin","25",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4098
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","25",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16386
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"thin","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262146
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524290
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"thin","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048578
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
