"Achmi.outcome","Agrsm.outcome","Amocan.outcome","Andge.outcome","Asctu.outcome","Elyca.outcome","Koecr.outcome","Lesca.outcome","Liaas.outcome","Luppe.outcome","Monfi.outcome","Panvi.outcome","Petpu.outcome","Poapr.outcome","Queel.outcome","Quema.outcome","Schsc.outcome","Sornu.outcome"
0,0,0,0,0,0,0,115.511875,0,0,0,0,0,0,0,0,0,0
0,0,0,56.803125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.989375,0,0,0,0,31.979375,0
9.989375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.989375,0,0,0,0,0,2.14875,0,0,0.62875,9.989375,0,0,4.866875,0,0,31.979375,56.803125
0,2.14875,0,0,0,0,0,0,0,0,0,0,31.979375,4.866875,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9.989375,0,115.511875,0,4.866875,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,31.979375,0,0,0,0,56.803125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.803125,0
0,0,0,115.511875,0,0,0,0,56.803125,0,0,0,0,0,0,0,0,0
4.866875,0,0,31.979375,0,0,2.14875,0,0,2.14875,0,2.14875,31.979375,4.866875,0,0,31.979375,31.979375
0,0,0,31.979375,0,0,0.62875,31.979375,115.511875,4.866875,4.866875,0.62875,9.989375,0,0,0,56.803125,18.065625
0,0,0,0,0,0,0,0,0,0,0,115.511875,4.866875,0,0,0,0,0
2.14875,0,0,115.511875,0,0,0.62875,0,56.803125,9.989375,4.866875,18.065625,2.14875,9.989375,0,0,31.979375,0
0,0,0,0,0,0,4.866875,115.511875,0,0,0,0,0,0,0,0,0,0
4.866875,0,0,0,0,0,9.989375,18.065625,0,0,0,0,18.065625,4.866875,0,0,0,0
0.62875,0,0,0,0,0,2.14875,56.803125,0,0,0.62875,0,0,2.14875,0,0,115.511875,0
0,0,0,0,0,0,0,31.979375,0,0,0,0,0,0,0,0,0,0
4.866875,0,0,0,0.62875,0,0,9.989375,31.979375,9.989375,2.14875,9.989375,31.979375,9.989375,0,0,18.065625,115.511875
0,0,0,0,0.62875,0,9.989375,0,0,0,0,0,0,0,0,0,0,56.803125
0,0,0,0,0,0,0,0,0,0,0,31.979375,0,0,0,0,0,0
0.62875,0,0,0,0,0,0,31.979375,18.065625,0,0,0,18.065625,0.62875,0,0,115.511875,0
0,0,0,0,0,0,0,0,0,4.866875,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.803125
0,18.065625,0,0,0,0,4.866875,0,0,2.14875,0,0,115.511875,0,0,0,0,0
0,0,0,31.979375,0,0,4.866875,18.065625,0,2.14875,0,9.989375,9.989375,2.14875,0,0,115.511875,0
4.866875,0,0,115.511875,0,0,0,0,115.511875,2.14875,0.62875,2.14875,4.866875,4.866875,0,0,31.979375,56.803125
0,0,0,0,0,2.14875,0,56.803125,0,2.14875,0,115.511875,0,0,0,0,0,0
0,0,0,56.803125,0,0,4.866875,0,0,0,0.62875,0,0,0,0,0,0,0
0,0,0,0,0.62875,0,0,0,0,0.62875,0,0,0,0,0,0,0,0
0.62875,0,0,115.511875,0,0,9.989375,0,0,0,0,0,18.065625,0,0,0,0,0
0,0,0,0,0,0,0,0,115.511875,0,0,0,0,0,0,0,0,0
9.989375,0,0,0,0,0,0,0,115.511875,0,0,18.065625,56.803125,0,0,0,115.511875,0
0,0,0,0,0,0,0,18.065625,0,0,0,0,0,0,0,0,56.803125,0
4.866875,0,0,115.511875,2.14875,0,0,2.14875,18.065625,2.14875,0.62875,0,18.065625,0,0,0,9.989375,9.989375
2.14875,0,0,0,0,0.62875,2.14875,0,115.511875,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.62875,0.62875,18.065625,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,31.979375,0,0,0,0,0,0,0,0,0,0,0
2.14875,0,0,115.511875,0,0,0,56.803125,0,0,4.866875,2.14875,0,9.989375,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.511875
0,0,0,0,0,0,31.979375,0,0,0,0,0,0,0,0,0,0,0
0,0,0,56.803125,0,0,9.989375,9.989375,18.065625,9.989375,0,18.065625,9.989375,0,0,0,31.979375,31.979375
0,0,0,31.979375,0,0,9.989375,4.866875,31.979375,0,0,0,31.979375,9.989375,0,0,56.803125,4.866875
0,0,0,0,0,0,0,0,0,0,0,0,0,0.62875,0,0,0,56.803125
0,0,0,115.511875,0,0,4.866875,0,0,0,0,0,0,0,0,0,0,0
0.62875,0,0,0,0,0,18.065625,0,0,0,0.62875,0,31.979375,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18.065625,0,0,0,0,0,0,0,0
2.14875,0,0,0,31.979375,0,0,2.14875,0,2.14875,9.989375,2.14875,56.803125,0,0,0,56.803125,18.065625
0,0,0,0,0,0,0,0,115.511875,0,0,31.979375,0,0,0,0,0,0
0,0,0,31.979375,0,0,9.989375,0,9.989375,0,0,0,0,0,0,0,56.803125,31.979375
9.989375,0,0,0,0,0,0.62875,0,9.989375,0,4.866875,18.065625,0,0,0,0,56.803125,0
0,0,0,0,0,0,0,0,0,0,0,0,56.803125,0,0,0,0,0
0.62875,0,0,0,0,0,0.62875,2.14875,0,31.979375,0,2.14875,18.065625,9.989375,0,0,56.803125,115.511875
0,0,0,0,0,0,0,18.065625,115.511875,0,0,0,31.979375,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18.065625,0,0,0,0,0,0,115.511875,0
0,0,0,0,0,0,0,18.065625,0,0,0,0,115.511875,0,0,0,0,56.803125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,56.803125,0,0,9.989375,9.989375,0,0,0,0,0,2.14875,0,0,56.803125,0
0,0,0,115.511875,0,0,2.14875,4.866875,0,4.866875,0,2.14875,18.065625,9.989375,0,0,18.065625,56.803125
0.62875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.511875
0,0,0,0,0,0,0,0,0,0,0,0,56.803125,0,0,0,115.511875,0
0,0,0,115.511875,0,0,0.62875,31.979375,18.065625,4.866875,4.866875,0.62875,31.979375,9.989375,0,0,18.065625,18.065625
0,0,0,56.803125,0,0,0,0,0,0,0,0,56.803125,9.989375,0,0,115.511875,0
0,0,0,0,0,0,0,9.989375,0,0,0,31.979375,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.62875,0,0,0,0
4.866875,0,0,115.511875,0,0,0.62875,2.14875,0,0.62875,0,0,31.979375,4.866875,0,0,18.065625,31.979375
0,0,0,56.803125,0,0,0.62875,0,56.803125,4.866875,2.14875,0.62875,18.065625,4.866875,0,0,31.979375,31.979375
2.14875,0,0,115.511875,0,0,0,0.62875,115.511875,4.866875,0,2.14875,56.803125,4.866875,0,0,9.989375,18.065625
4.866875,0,0,0,0,0,0,31.979375,9.989375,0.62875,4.866875,31.979375,31.979375,9.989375,0,0,18.065625,56.803125
