"Tetra.outcome","Colp.outcome","Dexio.outcome","Loxo.outcome","Para.outcome","Spiro.outcome"
0,0.00292180717746815,0,0,2.49473014087845e-05,0
0,0.0141587456314507,0,0,0.00152510430610318,0
0,0,0,0,0,0
0,0.00409730148498741,0,0,0,0.0960549673119743
0,0.0807452129503379,0,0,0,0.0489886577096616
0,0.0241929061495027,0,0,0,0
0,0,0.00256070048739447,0,0,0
0,0,0.00149954004679065,0,0,0
0,0,0.0137694090843705,0,0,0
0,0,0.000367560307746386,0,0.019121114626016,0
0,0,0.00171064670087228,0,0.0225664621156179,0
0,0,0.000410072925137987,0,0.00818347680870203,0
0,0,0,0,0.00889499205826755,0.0172756480662651
0,0,0,0,0.00287440444661132,0.0632551574598569
0,0,0,0,0.016316804105599,0
0,0.104978874136649,0,0,0,0
0.00115437559197854,0.0190400670410323,0,0,0,0
0,0.00534690558967978,0,0,0,0
0.01466594,0,0.01979118,0,0,0
0.008365317,0,0.01675252,0,0,0
0.005490948,0,0.006970299,0,0,0
0.003098939,0,0,0.1386964,0,0
0.0001494463,0,0,0.06282404,0,0
0.0002000959,0,0,0.1273276,0,0
8.467864e-05,0,0,0,0.03460423,0
1.929833e-05,0,0,0,0.01887364,0
0.0001687164,0,0,0,0.03315391,0
0.0008294614,0,0,0,0,0.02022826
0.003006485,0,0,0,0,0.06633654
0.001041209,0,0,0,0,0.05021637
