"Tetra.outcome","Colp.outcome","Dexio.outcome","Loxo.outcome","Para.outcome","Spiro.outcome"
0,0.0638591535525917,0.00396337327784484,0,0,0
0,0.0362974081791147,0.00391547137059301,0,0,0
0,0.0532078171325358,0.00193502501362241,0,0,0
0,0.0636931765992798,0,0.0290322480597668,0,0
0,0.014489256444048,0,0.145604405095518,0,0
0,0.00887388971463001,0,0.00669447812184416,0,0
0,0.0691665026205542,0,0,0,0.0263021076707307
0,0.00826272414970202,0,0,0,0.00367915794578244
0,0.0232937325752787,0,0,0,0.0565379470249461
0,0,0.00737767435856081,0,0.0141708770203915,0
0,0,0.00289702653937808,0,0.00875041853948256,0
0,0,0.000803446415495957,0,0.018332787855455,0
0,0,0.000909185270659582,0,0,0.0512476333449836
0,0,0,0,0,0
0,0,0.00579099336915077,0,0,0.0093784818241816
0,0,0,0.00101536006560882,0.00138330666700837,0
0,0,0,0,0.00504122025731863,0
0,0,0,0.0306363101218107,0.108125133729629,0
0.00190791288628735,0,0,0,0,0
0.00222858522730717,0,0,0,0,0
0.00125725936416466,0,0,0,0,0
0.000329511085159378,0.0355108971792097,0,0,0,0
0.000130554604829584,0.0381048264658707,0,0,0,0
0.000603408387644827,0.0685305875602826,0,0,0,0
0.03543529,0,0.01872529,0,0,0
0.008365317,0,0.01675252,0,0,0
0.005490948,0,0.006970299,0,0,0
0.0002000959,0,0,0.1273276,0,0
0.003935869,0,0,0.08003649,0,0
0.003098939,0,0,0.1386964,0,0
