"a","b","c","d","e","f","g","h","i","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","feasible.and.stable","state_idx"
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,307,NA,256
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,242,0,0,NA,64
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,206,0,0,NA,64
0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,135,163,0,NA,192
0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,94,216,0,NA,192
0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,200,167,0,NA,192
0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,140,157,9,NA,448
0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,169,149,79,NA,448
0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,182,99,46,NA,448
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,163,0,0,0,NA,32
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,194,0,0,0,NA,32
0,0,0,0,1,0,0,0,1,2,0,0,0,0,190,0,0,0,29,NA,272
0,0,0,0,1,0,0,0,1,2,0,0,0,0,226,0,0,0,103,NA,272
0,0,0,0,1,0,0,0,1,2,0,0,0,0,247,0,0,0,97,NA,272
0,0,0,0,1,0,1,0,0,2,0,0,0,0,296,0,123,0,0,NA,80
0,0,0,0,1,0,1,0,0,2,0,0,0,0,209,0,50,0,0,NA,80
0,0,0,0,1,0,1,0,0,2,0,0,0,0,240,0,58,0,0,NA,80
0,0,0,0,1,0,1,0,1,3,0,0,0,0,184,0,75,0,34,NA,336
0,0,0,0,1,0,1,0,1,3,0,0,0,0,218,0,39,0,20,NA,336
0,0,0,0,1,0,1,0,1,3,0,0,0,0,143,0,32,0,4,NA,336
0,0,0,0,1,0,1,1,0,3,0,0,0,0,147,0,11,70,0,NA,208
0,0,0,0,1,0,1,1,0,3,0,0,0,0,174,0,5,92,0,NA,208
0,0,0,0,1,0,1,1,0,3,0,0,0,0,276,0,18,46,0,NA,208
0,0,0,0,1,0,1,1,1,3,0,0,0,0,153,0,0,78,2,NA,464
0,0,0,0,1,0,1,1,1,3,0,0,0,0,171,0,4,49,0,NA,464
0,0,0,0,1,0,1,1,1,4,0,0,0,0,220,0,6,21,6,NA,464
0,0,0,0,1,1,0,0,0,2,0,0,0,0,255,12,0,0,0,NA,48
0,0,0,0,1,1,0,0,0,2,0,0,0,0,305,3,0,0,0,NA,48
0,0,0,0,1,1,0,0,0,2,0,0,0,0,303,4,0,0,0,NA,48
0,0,0,0,1,1,0,0,1,2,0,0,0,0,270,0,0,0,26,NA,304
0,0,0,0,1,1,0,0,1,2,0,0,0,0,194,0,0,0,12,NA,304
0,0,0,0,1,1,1,0,0,3,0,0,0,0,113,4,84,0,0,NA,112
0,0,0,0,1,1,1,0,0,2,0,0,0,0,274,0,70,0,0,NA,112
0,0,0,0,1,1,1,0,0,3,0,0,0,0,251,2,77,0,0,NA,112
0,0,0,0,1,1,1,1,0,4,0,0,0,0,174,6,77,67,0,NA,240
0,0,0,0,1,1,1,1,0,4,0,0,0,0,183,4,1,36,0,NA,240
0,0,0,0,1,1,1,1,0,3,0,0,0,0,210,0,25,123,0,NA,240
0,0,0,1,0,0,0,0,1,2,0,0,0,203,0,0,0,0,1,NA,264
0,0,0,1,0,0,0,0,1,2,0,0,0,165,0,0,0,0,42,NA,264
0,0,0,1,0,0,0,0,1,1,0,0,0,220,0,0,0,0,0,NA,264
0,0,0,1,0,0,0,1,0,2,0,0,0,231,0,0,0,29,0,NA,136
0,0,0,1,0,0,0,1,0,2,0,0,0,158,0,0,0,46,0,NA,136
0,0,0,1,0,0,0,1,0,2,0,0,0,223,0,0,0,64,0,NA,136
0,0,0,1,0,0,1,1,0,3,0,0,0,212,0,0,1,17,0,NA,200
0,0,0,1,0,0,1,1,0,3,0,0,0,192,0,0,19,26,0,NA,200
0,0,0,1,0,0,1,1,0,3,0,0,0,231,0,0,1,40,0,NA,200
0,0,0,1,0,1,1,0,0,2,0,0,0,261,0,0,5,0,0,NA,104
0,0,0,1,0,1,1,0,0,3,0,0,0,224,0,1,62,0,0,NA,104
0,0,0,1,0,1,1,0,0,2,0,0,0,159,0,0,10,0,0,NA,104
0,0,0,1,0,1,1,0,1,3,0,0,0,152,0,0,9,0,4,NA,360
0,0,0,1,0,1,1,0,1,3,0,0,0,164,0,0,21,0,5,NA,360
0,0,0,1,0,1,1,0,1,3,0,0,0,155,0,1,6,0,0,NA,360
0,0,0,1,0,1,1,1,1,3,0,0,0,207,0,0,15,16,0,NA,488
0,0,0,1,0,1,1,1,1,4,0,0,0,180,0,0,4,10,2,NA,488
0,0,0,1,0,1,1,1,1,4,0,0,0,157,0,0,84,9,3,NA,488
0,0,0,1,1,0,0,0,0,2,0,0,0,94,136,0,0,0,0,NA,24
0,0,0,1,1,0,0,0,0,2,0,0,0,101,109,0,0,0,0,NA,24
0,0,0,1,1,0,0,0,0,2,0,0,0,43,134,0,0,0,0,NA,24
0,0,0,1,1,0,0,0,1,3,0,0,0,140,84,0,0,0,1,NA,280
0,0,0,1,1,0,0,0,1,2,0,0,0,144,138,0,0,0,0,NA,280
0,0,0,1,1,0,0,0,1,2,0,0,0,137,86,0,0,0,0,NA,280
0,0,0,1,1,0,0,1,0,3,0,0,0,82,56,0,0,18,0,NA,152
0,0,0,1,1,0,0,1,0,3,0,0,0,163,94,0,0,5,0,NA,152
0,0,0,1,1,0,0,1,0,3,0,0,0,125,138,0,0,14,0,NA,152
0,0,0,1,1,0,0,1,1,4,0,0,0,99,150,0,0,26,14,NA,408
0,0,0,1,1,0,0,1,1,4,0,0,0,99,74,0,0,5,1,NA,408
0,0,0,1,1,0,0,1,1,3,0,0,0,137,49,0,0,18,0,NA,408
0,0,0,1,1,0,1,0,0,3,0,0,0,114,119,0,27,0,0,NA,88
0,0,0,1,1,0,1,0,0,3,0,0,0,157,137,0,6,0,0,NA,88
0,0,0,1,1,0,1,0,0,3,0,0,0,148,116,0,25,0,0,NA,88
0,0,0,1,1,0,1,0,1,4,0,0,0,82,188,0,13,0,9,NA,344
0,0,0,1,1,0,1,0,1,4,0,0,0,106,120,0,16,0,1,NA,344
0,0,0,1,1,0,1,0,1,3,0,0,0,135,169,0,0,0,15,NA,344
0,0,0,1,1,0,1,1,0,4,0,0,0,84,149,0,6,23,0,NA,216
0,0,0,1,1,0,1,1,0,4,0,0,0,125,55,0,37,4,0,NA,216
0,0,0,1,1,0,1,1,0,4,0,0,0,116,37,0,2,11,0,NA,216
0,0,0,1,1,0,1,1,1,3,0,0,0,197,75,0,0,22,0,NA,472
0,0,0,1,1,0,1,1,1,2,0,0,0,140,92,0,0,0,0,NA,472
0,0,0,1,1,0,1,1,1,4,0,0,0,77,162,0,4,9,0,NA,472
0,0,0,1,1,1,0,0,0,2,0,0,0,150,105,0,0,0,0,NA,56
0,0,0,1,1,1,0,0,0,2,0,0,0,123,177,0,0,0,0,NA,56
0,0,0,1,1,1,0,0,0,2,0,0,0,216,134,0,0,0,0,NA,56
0,0,0,1,1,1,0,0,1,3,0,0,0,134,90,0,0,0,2,NA,312
0,0,0,1,1,1,0,0,1,2,0,0,0,201,126,0,0,0,0,NA,312
0,0,0,1,1,1,0,0,1,3,0,0,0,165,95,0,0,0,6,NA,312
0,0,0,1,1,1,0,1,1,4,0,0,0,210,51,0,0,1,1,NA,440
0,0,0,1,1,1,0,1,1,4,0,0,0,128,166,0,0,19,1,NA,440
0,0,0,1,1,1,0,1,1,3,0,0,0,111,80,0,0,3,0,NA,440
0,0,0,1,1,1,1,1,0,2,0,0,0,117,135,0,0,0,0,NA,248
0,0,0,1,1,1,1,1,0,2,0,0,0,121,138,0,0,0,0,NA,248
0,0,0,1,1,1,1,1,0,4,0,0,0,194,95,0,2,13,0,NA,248
0,0,0,1,1,1,1,1,1,5,0,0,0,107,45,0,20,20,9,NA,504
0,0,0,1,1,1,1,1,1,5,0,0,0,177,94,0,1,9,3,NA,504
0,0,0,1,1,1,1,1,1,3,0,0,0,81,129,0,0,6,0,NA,504
0,0,1,0,0,0,0,0,0,1,0,0,277,0,0,0,0,0,0,NA,4
0,0,1,0,0,0,0,0,0,1,0,0,257,0,0,0,0,0,0,NA,4
0,0,1,0,0,0,0,0,1,2,0,0,261,0,0,0,0,0,10,NA,260
0,0,1,0,0,0,0,0,1,2,0,0,209,0,0,0,0,0,111,NA,260
0,0,1,0,0,0,0,0,1,2,0,0,172,0,0,0,0,0,121,NA,260
0,0,1,0,0,0,0,1,0,2,0,0,171,0,0,0,0,132,0,NA,132
0,0,1,0,0,0,0,1,0,2,0,0,281,0,0,0,0,17,0,NA,132
0,0,1,0,0,0,0,1,0,2,0,0,162,0,0,0,0,69,0,NA,132
0,0,1,0,0,0,1,0,0,2,0,0,169,0,0,0,87,0,0,NA,68
0,0,1,0,0,0,1,0,0,2,0,0,231,0,0,0,55,0,0,NA,68
0,0,1,0,0,0,1,0,0,2,0,0,254,0,0,0,12,0,0,NA,68
0,0,1,0,0,0,1,0,1,3,0,0,305,0,0,0,24,0,30,NA,324
0,0,1,0,0,0,1,0,1,3,0,0,139,0,0,0,53,0,13,NA,324
0,0,1,0,0,0,1,0,1,3,0,0,182,0,0,0,88,0,54,NA,324
0,0,1,0,0,0,1,1,1,4,0,0,151,0,0,0,47,81,2,NA,452
0,0,1,0,0,0,1,1,1,3,0,0,98,0,0,0,7,97,0,NA,452
0,0,1,0,0,0,1,1,1,4,0,0,155,0,0,0,58,116,3,NA,452
0,0,1,0,0,1,0,0,0,2,0,0,195,0,0,69,0,0,0,NA,36
0,0,1,0,0,1,0,0,0,1,0,0,257,0,0,0,0,0,0,NA,36
0,0,1,0,0,1,0,0,0,1,0,0,264,0,0,0,0,0,0,NA,36
0,0,1,0,0,1,0,1,1,3,0,0,167,0,0,0,0,40,1,NA,420
0,0,1,0,0,1,0,1,1,3,0,0,97,0,0,0,0,63,3,NA,420
0,0,1,0,0,1,0,1,1,3,0,0,204,0,0,0,0,66,42,NA,420
0,0,1,0,1,0,0,0,0,2,0,0,79,0,256,0,0,0,0,NA,20
0,0,1,0,1,0,0,1,0,3,0,0,13,0,182,0,0,33,0,NA,148
0,0,1,0,1,0,0,1,0,3,0,0,34,0,230,0,0,15,0,NA,148
0,0,1,0,1,0,0,1,0,3,0,0,65,0,185,0,0,51,0,NA,148
0,0,1,0,1,0,1,0,0,3,0,0,61,0,159,0,75,0,0,NA,84
0,0,1,0,1,0,1,0,0,3,0,0,36,0,191,0,4,0,0,NA,84
0,0,1,0,1,0,1,0,0,3,0,0,92,0,151,0,6,0,0,NA,84
