"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star"
3.30740888042185,8.63001686926935,0,0,0,0,0,0,0,2.40316910587547,0
0,2.40316910587547,0,0,0,1.28240635194115,0,0,0,1.28240635194115,0
0,0,0,0.69824605715039,0,1.28240635194115,0,0,0,0.69824605715039,0
1.28240635194115,0,0,0.19846292974812,0,1.28240635194115,0,0,0,1.28240635194115,0
0,2.40316910587547,0,0.19846292974812,0,1.28240635194115,0,0,0,1.28240635194115,0
0,0,3.30740888042185,0.19846292974812,0,1.28240635194115,0,0,0,0.69824605715039,0
0.19846292974812,0,0,0,0.69824605715039,1.28240635194115,0,0,0,1.84820261205132,0
1.84820261205132,8.63001686926935,0,0,0,1.28240635194115,0,0,0,1.28240635194115,0
0,0,3.30740888042185,0,0.19846292974812,1.28240635194115,0,0,0,1.28240635194115,0
0,0,3.30740888042185,0,0.19846292974812,1.28240635194115,0,0,0,1.28240635194115,0
0,2.40316910587547,0,0.19846292974812,0.19846292974812,1.28240635194115,0,0,0,1.28240635194115,0
0,0,3.30740888042185,0.19846292974812,0.19846292974812,1.28240635194115,0,0,0,1.28240635194115,0
0,0,0,0,0,0,0.19846292974812,0,0,1.84820261205132,0
0,0,3.30740888042185,0,0,0,0,0,0,1.28240635194115,0
0,0,0,0.69824605715039,0,0,0.19846292974812,0,0,1.84820261205132,0
0,3.30740888042185,0,0,0,0,0,0,0,1.84820261205132,0
0,0,0,0,0.19846292974812,0,0.19846292974812,0,0,1.84820261205132,0
0,3.30740888042185,0,0,0,0,0,0,0,1.84820261205132,0
0,0,0,0.69824605715039,0.19846292974812,0,0.19846292974812,0,0,1.84820261205132,0
0.69824605715039,0,0,0,0,1.28240635194115,0,0,0,1.28240635194115,0
0,0,3.30740888042185,0,0,1.28240635194115,0,0,0,1.28240635194115,0
0,0,0,0.69824605715039,0,1.28240635194115,0,0,0,0.69824605715039,0
0.19846292974812,0,0,0,0.69824605715039,1.28240635194115,0,0,0,1.84820261205132,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,0,0,0,8.63001686926935,2.40316910587547,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,3.30740888042185,0,0,16.2091465964374,1.84820261205132,0
0,0,0,0,0,0,0,0,0,0,0.69824605715039
0,0,0,0.69824605715039,0,0,0,0,0,0,0.19846292974812
1.84820261205132,0,0,0.19846292974812,0,0,0,0,0,0,0
0,0,3.30740888042185,0.19846292974812,0,0,0,0,0,0,0
0,0,0,0,1.28240635194115,0,0,0,0,0,1.28240635194115
0,3.30740888042185,0,0,0.19846292974812,0,0,0,0,0,0
3.30740888042185,8.63001686926935,0,0,0,0,0,0,0,0,0
1.28240635194115,0,0,0,0,1.28240635194115,0,0,0,0,0
0,0,3.30740888042185,0,0,1.28240635194115,0,0,0,0,0
0,0,0,0.69824605715039,0,1.28240635194115,0,0,0,0,0
1.28240635194115,0,0,0.69824605715039,0,1.28240635194115,0,0,0,0,0
0,0,3.30740888042185,0.19846292974812,0,1.28240635194115,0,0,0,0,0
0,0,0,0,1.28240635194115,1.28240635194115,0,0,0,0,0.69824605715039
0,0,3.30740888042185,0,0.69824605715039,1.28240635194115,0,0,0,0,0
0.69824605715039,0,0,0.69824605715039,1.28240635194115,1.28240635194115,0,0,0,0,0
2.40316910587547,8.63001686926935,0,0,0,1.28240635194115,0,0,0,0,0
0,0,3.30740888042185,0.19846292974812,0.69824605715039,1.28240635194115,0,0,0,0,0
3.30740888042185,8.63001686926935,0,0,0,0,0,0,0,0,0
0,0,0,0.69824605715039,0,0,0.19846292974812,0,0,0,0.19846292974812
1.84820261205132,0,0,0.19846292974812,0,0,0,0,0,0,0
0,0,3.30740888042185,0.19846292974812,0,0,0,0,0,0,0
0,0,3.30740888042185,0,0.19846292974812,0,0,0,0,0,0
0,0,3.30740888042185,0,0.19846292974812,0,0,0,0,0,0
0,0,0,0.69824605715039,0.69824605715039,0,0,0,0,0,0.69824605715039
0,0,3.30740888042185,0.19846292974812,0.19846292974812,0,0,0,0,0,0
0,0,0,0,0,1.28240635194115,0.19846292974812,0,0,0,0.19846292974812
0,2.40316910587547,0,0,0,1.28240635194115,0,0,0,0,0
0,3.30740888042185,0,0.19846292974812,0,1.28240635194115,0,0,0,0,0
0,0,3.30740888042185,0.19846292974812,0,1.28240635194115,0,0,0,0,0
0,0,0,0,1.28240635194115,1.28240635194115,0,0,0,0,0.69824605715039
0.69824605715039,0,0,0.69824605715039,1.28240635194115,1.28240635194115,0,0,0,0,0
3.30740888042185,8.63001686926935,0,0,0,0,0,0,0,0,0
3.30740888042185,8.63001686926935,0,0,0,0,0,0,0,0,0
0,0,0,0,0.69824605715039,0,0,0.19846292974812,0,0,0.69824605715039
0,0,0,0,0.69824605715039,0,0,0.19846292974812,0,0,0.69824605715039
0,3.30740888042185,0,0,0.19846292974812,0,0,0,0,0,0
3.30740888042185,8.63001686926935,0,0,0,0,0,0,0,0,0
0,0,3.30740888042185,0.19846292974812,0.19846292974812,0,0,0,0,0,0
0,0,3.30740888042185,0,0,1.28240635194115,0,0,0,0,0
1.28240635194115,0,0,0.69824605715039,0,1.28240635194115,0,0,0,0,0
0,3.30740888042185,0,0.19846292974812,0,1.28240635194115,0,0,0,0,0
2.40316910587547,8.63001686926935,0,0,0,1.28240635194115,0,0,0,0,0
0,0,3.30740888042185,0.19846292974812,0,1.28240635194115,0,0,0,0,0
0,0,0,0,1.28240635194115,1.28240635194115,0,0.19846292974812,0,0,0.19846292974812
2.40316910587547,8.63001686926935,0,0,0,1.28240635194115,0,0,0,0,0
0,2.40316910587547,0,0.19846292974812,0.69824605715039,1.28240635194115,0,0,0,0,0
3.30740888042185,8.63001686926935,0,0,0,0,0,0,0,0,0
3.30740888042185,8.63001686926935,0,0,0,0,0,0,0,0,0
0,0,0,0,0.69824605715039,0,0,0.19846292974812,0,0,0.69824605715039
0,0,0,0,0.69824605715039,0,0,0.19846292974812,0,0,0.69824605715039
0,0,3.30740888042185,0,0.19846292974812,0,0,0,0,0,0
2.40316910587547,8.63001686926935,0,0,0,1.28240635194115,0,0,0,0,0
0,0,0,0,1.28240635194115,1.28240635194115,0,0.19846292974812,0,0,0.19846292974812
0,1.84820261205132,0,0,0.69824605715039,1.28240635194115,0,0,0,0,0
2.40316910587547,8.63001686926935,0,0,0,1.28240635194115,0,0,0,0,0
0,0.69824605715039,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0.69824605715039,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0.19846292974812,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0.69824605715039,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0,0.19846292974812,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0,0.19846292974812,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0.69824605715039,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0.69824605715039,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0.19846292974812,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0,0,0,0,1.84820261205132,0,0,8.63001686926935,0,0
0,0,0,0,0,1.84820261205132,0,0,8.63001686926935,0,0
0,0,0,0,0,1.84820261205132,0,0,8.63001686926935,0,0
0,0,0,0,0,1.84820261205132,0,0,8.63001686926935,0,0
0,0,0,0,0,1.84820261205132,0,0,8.63001686926935,0,0
0,0,0,0,0,1.84820261205132,0,0,8.63001686926935,0,0
0,0,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0,0.19846292974812,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0.19846292974812,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0,0.19846292974812,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0.19846292974812,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0.69824605715039,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0,0.19846292974812,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0.19846292974812,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0.19846292974812,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0.19846292974812,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
0,0,0,0,0,1.84820261205132,0,0,8.63001686926935,0,0
0,0,0,0,0,1.84820261205132,0,0,8.63001686926935,0,0
0,0,0,0,0,1.84820261205132,0,0,8.63001686926935,0,0
0,0,0,0,0,1.84820261205132,0,0,8.63001686926935,0,0
0,0,0,0,0,1.84820261205132,0,0,8.63001686926935,0,0
0,0,0,0,0,1.84820261205132,0,0,8.63001686926935,0,0
0,0,0,0,0,1.84820261205132,0,0,8.63001686926935,0,0
0,0.69824605715039,0,0,0,0,0,0,8.63001686926935,0,0.69824605715039
