"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star"
0,4773.73375822694,0,0,2094.97121993813,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73375822694,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0
0,4773.73375822694,0,0,0,0,0,66.7024216475119,0,0,0,0,0,0,0,0,0,0
0,4773.73375822694,0,0,2094.97121993813,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,13595.269177539,0,0,0,0,0,0,0,0,0,0
0,4773.73375822694,0,0,2094.97121993813,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.81915408872845e-05,0,0,4773.73375822694,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,0
0,2094.97121993813,0,0,2094.97121993813,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
0,4.81915408872845e-05,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,0
0,0,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,0
0,4.81915408872845e-05,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,0
0,2094.97121993813,0,0,2094.97121993813,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
0,4773.73375822694,0,0,2094.97121993813,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13595.269177539,0,0,66.7024216475119,0,0,0,0,0,0,0,0,0,0
0,0,2094.97121993813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4773.73375822694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13595.269177539,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0
2094.97121993813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4773.73375822694,0,0,0,0,0,66.7024216475119,0,0,0,0,0,0,0,0,0,0
2094.97121993813,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
2094.97121993813,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
0,4773.73375822694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2094.97121993813,0,0,2094.97121993813,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
0,4.81915408872845e-05,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0.017667613258225,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.269177539
0,4773.73375822694,0,0,2094.97121993813,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4773.73375822694,0,0,2094.97121993813,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.81915408872845e-05,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,0
0,0,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,0,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,0,0,0,13595.269177539,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,4773.73375822694
0,0,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,4.81915408872845e-05,0,0,4773.73375822694,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,0
0,2094.97121993813,0,0,2094.97121993813,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13595.269177539,0,0,0,0,0,0,0,0,0,0,0,0,4773.73375822694
0,2094.97121993813,0,0,2094.97121993813,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,2094.97121993813
0,4.81915408872845e-05,0,0,4773.73375822694,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,0
0,4773.73375822694,0,0,2094.97121993813,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,13595.269177539
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.269177539
0,0,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,0,0,0,4773.73375822694,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,4773.73375822694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.269177539
0,4773.73375822694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,2094.97121993813
0,0,0,0,0,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,2094.97121993813
0,2094.97121993813,0,0,2094.97121993813,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
0,4.81915408872845e-05,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,0
0,0,0,0,13595.269177539,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,4773.73375822694
0,0,0,0,13595.269177539,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,4773.73375822694
0,4773.73375822694,0,0,2094.97121993813,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13595.269177539,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,4773.73375822694
0,0,0,0,0,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,2094.97121993813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.269177539
0,2094.97121993813,0,0,2094.97121993813,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.269177539
0,4773.73375822694,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73375822694,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.269177539
0,0,0,0,13595.269177539,0,0,0,0,0,0,0,0,0,0,0,0,4773.73375822694
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,13595.269177539
0,4773.73375822694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4773.73375822694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4773.73375822694,0,0,0,0,0,66.7024216475119,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73375822694,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.269177539
0,0,0,0,0,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,2094.97121993813
0,0,0,0,4773.73375822694,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,0,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,4773.73375822694,0,0,2094.97121993813,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,0,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,0,0,0,0,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,2094.97121993813
0,0,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,0,0,0,4773.73375822694,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,4773.73375822694
0,0,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,13595.269177539
0,4773.73375822694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.81915408872845e-05,0,0,4773.73375822694,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,2094.97121993813
0,0,0,0,4773.73375822694,0,0,0,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,0,0,0,0,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,2094.97121993813
0,0,0,0,13595.269177539,0,0,0,0,0,0,0,0,0,0,0,0,4773.73375822694
0,4773.73375822694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73375822694,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,4.81915408872845e-05
0,0,0,0,13595.269177539,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,4773.73375822694
0,0,0,0,0,0,0,0.017667613258225,0,0,28305.7016745385,0,0,0,0,0,0,2094.97121993813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,13595.269177539,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0.017667613258225,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,4773.73375822694,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,4773.73375822694,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0.017667613258225,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0.017667613258225,0,0,0,0,0,0,0,0,21699.8089851945,0
0,4773.73375822694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,2094.97121993813,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,4.81915408872845e-05,0,0,66.7024216475119,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8089851945,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
0,0,0,0,0,0,0,0,0,0,66.7024216475119,0,0,0,0,0,13595.269177539,0
