"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star"
0,4056.57214579912,0,0,1218.63844951065,0,0,0.0205600303804122,0,0,0,0,0,0,0,0,0,0
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.42439217559067e-10,0,0,4321.06474600469,0,0,0.00087297448912256,0,0,29172.360197778,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,356.704160737232,0,0,0,0,0,4524.49455715597,0,0,0
0,0,0,0,4309.39763227764,0,0,0.000148421031768716,0,0,29287.4339690804,0,0,0,0,0,0,0
0,7.27340341601509e-10,0,0,4321.2259716709,0,0,0.000690837721432985,0,0,29170.7720476616,0,0,0,0,0,0,0
3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.41306200312759e-10,0,0,4320.8482032296,0,0,0,0,0,29174.5060058282,0,0,0,0,0,0,0
0,4146.17007626461,0,0,0,0,0,0.0494234359382687,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4311.1966613405,0,0,0,0,0,29269.6944667303,0,0,0,0,0,0,0
0,4146.17289643926,0,0,0,0,0,0.0346379096313033,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6320.81896059408,0,0,0.0846705424179172,0,0,0,0,0,409.821030802935,0,0,0,0
0,7.01168485900996e-10,0,0,4321.17937167684,0,0,0,0,0,29171.2395721627,0,0,0,0,0,0,0
3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3293.49139244678,0,0,0,0,0,0,0.000245442376443955,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0.000125663634269403,0,0,0,0,0,0,0,0,21699.9742797684,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0.000117327622356026,0,0,0,0,0,0,0,0,21699.9742808677,0
0,0,0,0,0,0,0,8.82531460924755e-05,0,0,102.316599693508,0,0,0,0,0,21699.6799537834,0
0,0,0,0,0,0,0,8.86407744307098e-05,0,0,0,0,0,0,0,0,21699.9742846506,0
0,0,0,0,0,0,0,8.85525265254783e-05,0,0,0,0,0,0,0,0,21699.9742846622,0
0,0,0,0,0,0,0,0,0,0,98.3064081826391,0,0,0,0,0,21699.6915026817,0
0,0,0,0,0,0,0,0,0,0,114.330570170299,0,0,0,0,0,21699.6454007912,0
0,0,0,0,0,0,0,8.61575697849682e-05,0,0,105.810485917959,0,0,0,0,0,21699.6699021175,0
0,0,0,0,0,0,0,0.000110879573697348,0,0,138.672981625829,0,0,0,0,0,21699.5753493281,0
0,0,0,0,0,0,0,8.582070216181e-05,0,0,113.306525213541,0,0,0,0,0,21699.6483357248,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0,0,0,108.601677068894,0,0,0,0,0,21699.6618831406,0
0,0,0,0,0,0,0,8.93882973803598e-05,0,0,0,0,0,0,0,0,21699.974284552,0
0,0,0,0,0,0,0,0,0,0,114.279525802262,0,0,0,0,0,21699.6455476496,0
0,0,0,0,0,0,0,9.83612337120897e-05,0,0,96.0534080686892,0,0,0,0,0,21699.697971513,0
0,0,0,0,0,0,0,0.000119503596339683,0,0,0,0,0,0,0,0,21699.9742805808,0
0,0,0,0,0,0,0,0,0,0,114.255021829474,0,0,0,0,0,21699.6456181494,0
0,0,0,0,0,0,0,9.30133221529059e-05,0,0,0,0,0,0,0,0,21699.974284074,0
0,0,0,0,0,0,0,9.19536180611347e-05,0,0,130.913294108732,0,0,0,0,0,21699.5976780442,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,9.0207491671313e-05,0,0,112.793766927943,0,0,0,0,0,21699.6498103861,0
0,0,0,0,0,0,0,0.000110873373018522,0,0,135.57435663898,0,0,0,0,0,21699.584264758,0
0,0,0,0,0,0,0,0,0,0,96.4837281720606,0,0,0,0,0,21699.6967464705,0
0,0,0,0,0,0,0,8.6011629485298e-05,0,0,0,0,0,0,0,0,21699.9742849973,0
0,0,0,0,0,0,0,8.48913728428261e-05,0,0,104.070452595504,0,0,0,0,0,21699.6749083859,0
0,0,0,0,0,0,0,0.000110399346682275,0,0,0,0,0,0,0,0,21699.9742817813,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0.000104496259633509,0,0,117.014575343822,0,0,0,0,0,21699.6376649043,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,8.40968736982572e-05,0,0,0,0,0,0,0,0,21699.9742852498,0
0,0,0,0,0,0,0,0.000109777437570271,0,0,0,0,0,0,0,0,21699.9742818633,0
0,0,0,0,4311.60300071499,0,0,0.000198936625207478,0,0,29265.6849862264,0,0,0,0,0,0,2.24094088759232e-08
0,0,0,0,0,0,0,0.000175586924514933,0,0,0,0,0,0,0,0,0,8341.71766675378
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4056.57296929221,0,0,1218.64559329455,0,0,0.0134722237918334,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,34893.1809284111,0,0,0,0,0,0,1211.73833358042
0,0,0,0,4311.57687534988,0,0,0,0,0,29265.9449003792,0,0,0,0,0,0,1.99823194589717e-08
0,0,0,0,0,0,0,0,0,0,34893.1318242667,0,0,0,0,0,0,1211.74973883907
0,0,0,0,4311.58217942626,0,0,0.000156090439474569,0,0,29265.8908101483,0,0,0,0,0,0,2.04815881919111e-08
0,4056.57303229195,0,0,1218.64613981562,0,0,0.0129299850033428,0,0,0,0,0,0,0,0,0,0
0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4311.61281793404,0,0,0,0,0,29265.5904431867,0,0,0,0,0,0,2.33158068690128e-08
0,0,0,0,0,0,0,0.000165419886614546,0,0,0,0,0,0,0,0,0,8341.71767025055
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4311.6369500169,0,0,0,0,0,29265.3524582169,0,0,0,0,0,0,2.57840487556867e-08
0,0,0,0,5490.89466461909,0,0,0.000371641200212846,0,0,0,0,0,0,0,0,0,4574.09670167058
0,0,0,0,0,0,0,0.000217384980752504,0,0,0,0,0,0,0,0,0,8341.71765237811
0,0,0,0,4311.61086276231,0,0,0.000199103983713661,0,0,29265.6074506631,0,0,0,0,0,0,2.31690493322486e-08
0,0,0,0,0,0,0,0.000673888183841378,0,0,34911.6618628474,0,0,0,0,0,0,1207.44320932362
