"BH.outcome","CA.outcome","BU.outcome","PC.outcome","BO.outcome","BV.outcome","BT.outcome","EL.outcome","FP.outcome","CH.outcome","DP.outcome","ER.outcome"
0.269028295678878,0,0,0.593930103058899,0,0,0,0,0,0,0,0
0,0,0.569735395646641,0,0,0.297225572979494,0,0,0,0,0,0
0,0,0.569735395640217,0,0,0.297225572967423,0,0,0,0,0,0
0,0,0,0,0,0,0.345527057690986,0,0,0,0,0
0.269028295678878,0.505914116023143,0,0,0,0,0.104850507701819,0,0,0,0,0
0,0,0,0,0.712265629350721,0,0.322606043145421,0,0,0,0,0
0.316635212877443,0,0,0,0,0.0959080581123554,0.290365402929697,0,0,0,0,0
0,0,0,0,0,0,0,0.185161547666534,0,0,0,0
0.269028295678878,0.572276012733558,0,0,0,0,0,3.12010778341956e-07,0,0,0,0
0,0,0.618601749885805,0,0,0,0,0.185161547666534,0,0,0,0
0,0,0.618601749885805,0,0,0,0,0.185161547666534,0,0,0,0
0,0,0,0,0.688194252964562,0,0,0.126855819972209,0,0,0,0
0.362233577550042,0,0,0,0.622141844876495,0,0,0,0,0,0,0
0,0,0,0,0,0.306606495780453,0,0.185161547666534,0,0,0,0
0.640897248548448,0.387453969778068,0,0,0,0,0,0,0.489702644752273,0,0,0
0.719509517379291,0,0,0,0.515327634166497,0,0,0,0.491558381165937,0,0,0
0,0.45591559524274,0,0,0,0,0.186616506065774,0,0.494480083994745,0,0,0
0,0,0.342255473177365,0,0,0,0.325193651321926,0,0.486297951420366,0,0,0
0,0,0.535934623446373,0,0,0,0,0,0.663317991239174,0,0,0
0,0,0,0.654910096855906,0,0,0,0,0,0.12262888626525,0,0
0.275453507685873,0,0,0.591966127229578,0,0,0,0,0,0.00436126487914097,0,0
0,0.520984191115857,0,0,0,0,0.202982602815151,0,0,0.0524277405139891,0,0
0,0,0,0,0,0.18510043252359,0.385212354931779,0,0,1.16572000386074e-08,0,0
0,0,0.618601749885805,0,0,0,0,0.185161547666534,0,0,0,0
0,0,0,0,0.693193876004246,0,0,0,0,0,0,0
0,0,0,0,0,0.306606495780453,0,0.185161547666534,0,0,0,0
0,0,0,0,0,0,0,0,0.1030465506962,0,0.195938714205753,0
0.398310815226056,0,0,0,0,0,0,0,0,0,0.122625404476352,0
0.269028295678878,0.517014062788839,0,0,0,0,0,0,0,0,0,0.15327592553345
0,0,0,0,0,0,0.345527057690986,0,0.168055572396926,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.382017050024126
0,0,0.531635853896199,0,0,0,0,0,0,0,0,0.382017050024126
