"BH.action","CA.action","BU.action","PC.action","BO.action","BV.action","BT.action","EL.action","FP.action","CH.action","DP.action","ER.action"
0.270079779769522,0.283088884256935,0.324695983063743,0.270079779769522,0.283088884256935,0.324695983063743,0.270079779769522,0,0.324695983063743,0.270079779769522,0.283088884256935,0.324695983063743
0.0203832689980077,0,0,0.0203832689980077,0.00822930699337512,0,0,0.00822930699337512,0.0221189914078304,0.0203832689980077,0.00822930699337512,0.0221189914078304
0.134585791069147,0.00263819576461228,0.0658546080900779,0.134585791069147,0,0.0658546080900779,0,0.00263819576461228,0.0658546080900779,0.134585791069147,0.00263819576461228,0.0658546080900779
0.00185161547666534,0.0183148885562592,0.126944115826222,0.00185161547666534,0.0183148885562592,0.126944115826222,0,0.0183148885562592,0.126944115826222,0.00185161547666534,0.0183148885562592,0.126944115826222
0.283088884256935,0.324695983063743,0.270079779769522,0.283088884256935,0.324695983063743,0,0.283088884256935,0.324695983063743,0.270079779769522,0.283088884256935,0.324695983063743,0.270079779769522
0,0.0221189914078304,0,0,0,0.0203832689980077,0.00822930699337512,0.0221189914078304,0.0203832689980077,0.00822930699337512,0.0221189914078304,0.0203832689980077
0.00263819576461228,0.0658546080900779,0.134585791069147,0,0,0.134585791069147,0.00263819576461228,0.0658546080900779,0.134585791069147,0.00263819576461228,0.0658546080900779,0.134585791069147
0.0183148885562592,0.126944115826222,0.00185161547666534,0.0183148885562592,0,0.00185161547666534,0.0183148885562592,0.126944115826222,0.00185161547666534,0.0183148885562592,0.126944115826222,0.00185161547666534
0.324695983063743,0.270079779769522,0.283088884256935,0,0.270079779769522,0.283088884256935,0.324695983063743,0.270079779769522,0.283088884256935,0.324695983063743,0.270079779769522,0.283088884256935
0.0221189914078304,0.0203832689980077,0,0.0221189914078304,0.0203832689980077,0.00822930699337512,0.0221189914078304,0.0203832689980077,0.00822930699337512,0.0221189914078304,0.0203832689980077,0.00822930699337512
0.0658546080900779,0,0.00263819576461228,0.0658546080900779,0.134585791069147,0.00263819576461228,0.0658546080900779,0.134585791069147,0.00263819576461228,0.0658546080900779,0.134585791069147,0.00263819576461228
0,0.00185161547666534,0.0183148885562592,0.126944115826222,0.00185161547666534,0.0183148885562592,0.126944115826222,0.00185161547666534,0.0183148885562592,0.126944115826222,0.00185161547666534,0.0183148885562592
