"AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome"
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,2096.81463125,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,2096.81463125,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,2096.81463125,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,13010.5274375,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,13010.5274375
0,0,0,0,13010.5274375,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,13010.5274375
0,4188.9839375,0,0,0,0,0,68.5375668984548,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28305.525,0,0,0,0,0,0,2096.81463125
0,4188.9839375,0,0,0,0,0,68.5375668984548,0,0,0,0,0,0,0,0,0,0
0,4188.9839375,0,0,2096.81463125,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4188.9839375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2096.81463125,0,0,2096.81463125,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,2096.81463125
0,4188.9839375,0,0,0,0,0,68.5375668984548,0,0,0,0,0,0,0,0,0,0
0,5.0381772228774e-05,0,0,13010.5274375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,0
0,0,0,0,13010.5274375,0,0,0,0,0,0,0,0,0,0,0,0,13010.5274375
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,13010.5274375
0,2096.81463125,0,0,2096.81463125,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,2096.81463125
0,4188.9839375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4188.9839375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,13010.5274375
0,0,0,0,13010.5274375,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,13010.5274375
0,5.0381772228774e-05,0,0,13010.5274375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,0
0,0,0,0,13010.5274375,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,13010.5274375
0,4188.9839375,0,0,2096.81463125,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13010.5274375,0,0,0,0,0,0,0,0,0,0,0,0,13010.5274375
0,4188.9839375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,2096.81463125
0,4188.9839375,0,0,2096.81463125,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13010.5274375,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,13010.5274375
0,0,0,0,0,0,0,0,0,0,28305.525,0,0,0,0,0,0,2096.81463125
0,2096.81463125,0,0,2096.81463125,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,13010.5274375
0,0,0,0,4188.9839375,0,0,0,0,0,28305.525,0,0,0,0,0,0,5.0381772228774e-05
0,4188.9839375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4188.9839375,0,0,2096.81463125,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28305.525,0,0,0,0,0,0,2096.81463125
0,5.0381772228774e-05,0,0,13010.5274375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,0
0,4188.9839375,0,0,2096.81463125,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.0381772228774e-05,0,0,13010.5274375,0,0,0,0,0,28305.525,0,0,0,0,0,0,0
0,5.0381772228774e-05,0,0,13010.5274375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,13010.5274375
0,4188.9839375,0,0,0,0,0,68.5375668984548,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4188.9839375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,5.0381772228774e-05
0,2096.81463125,0,0,2096.81463125,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,0
0,5.0381772228774e-05,0,0,4188.9839375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,0
0,2096.81463125,0,0,2096.81463125,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28305.525,0,0,0,0,0,0,2096.81463125
0,0,0,0,0,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,2096.81463125
0,4188.9839375,0,0,2096.81463125,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28305.525,0,0,0,0,0,0,2096.81463125
0,4188.9839375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4188.9839375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,5.0381772228774e-05
0,0,0,0,4188.9839375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,5.0381772228774e-05
0,4188.9839375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,13010.5274375
0,0,0,0,4188.9839375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,5.0381772228774e-05
0,4188.9839375,0,0,0,0,0,68.5375668984548,0,0,0,0,0,0,0,0,0,0
0,4188.9839375,0,0,2096.81463125,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4188.9839375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,5.0381772228774e-05
0,0,0,0,0,0,0,0,0,0,28305.525,0,0,0,0,0,0,2096.81463125
0,5.0381772228774e-05,0,0,13010.5274375,0,0,0,0,0,28305.525,0,0,0,0,0,0,0
0,4188.9839375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4188.9839375,0,0,0,0,0,28305.525,0,0,0,0,0,0,5.0381772228774e-05
0,0,0,0,13010.5274375,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,13010.5274375
0,2096.81463125,0,0,2096.81463125,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,0
0,4188.9839375,0,0,2096.81463125,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4188.9839375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,5.0381772228774e-05
0,0,0,0,4188.9839375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,5.0381772228774e-05
0,4188.9839375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4188.9839375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,13010.5274375
0,0,0,0,13010.5274375,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,13010.5274375
0,0,0,0,4188.9839375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,5.0381772228774e-05
0,0,0,0,13010.5274375,0,0,0,0,0,0,0,0,0,0,0,0,13010.5274375
0,4188.9839375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2096.81463125,0,0,2096.81463125,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4188.9839375,0,0,0.0094860299798173,0,0,28305.525,0,0,0,0,0,0,5.0381772228774e-05
0,0,0,0,4188.9839375,0,0,0,0,0,28305.525,0,0,0,0,0,0,5.0381772228774e-05
0,4188.9839375,0,0,0,0,0,68.5375668984548,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,2096.81463125,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,2096.81463125,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,2096.81463125,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,2096.81463125,0,0,0,0,0,13010.5274375,0
0,4188.9839375,0,0,0,0,0,68.5375668984548,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2096.81463125,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,2096.81463125,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,2096.81463125,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0.0094860299798173,0,0,2096.81463125,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,4188.9839375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,13010.5274375,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,68.5375668984548,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,0,0,0,0,0,0,21699.815,0
0,0,0,0,0,0,0,5.0381772228774e-05,0,0,2096.81463125,0,0,0,0,0,13010.5274375,0
