"AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome"
0,2093.26147113906,0,0,2093.26147113906,0,0,64.9749333320943,0,0,0,0,0,0,0,0,0,0
0,5.08400044838927e-05,0,0,4204.72000863906,0,0,64.9749333320943,0,0,28305.735,0,0,0,0,0,0,0
0,4204.72000863906,0,0,2093.26147113906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13026.240625,0,0,64.9749333320943,0,0,0,0,0,2093.26147113906,0,0,0,0
0,4204.72000863906,0,0,2093.26147113906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4204.72000863906,0,0,0.000396671831807328,0,0,28305.735,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0.000396671831807328,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0.000396671831807328,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0.000396671831807328,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0.000396671831807328,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0.000396671831807328,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0.000396671831807328,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0.000396671831807328,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0.000396671831807328,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,13026.240625,0,0,0.000396671831807328,0,0,0,0,0,0,0,0,0,13026.240625
0,5.08400044838927e-05,0,0,4204.72000863906,0,0,0.000396671831807328,0,0,28305.735,0,0,0,0,0,0,0
0,4204.72000863906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4204.72000863906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4204.72000863906,0,0,0.000396671831807328,0,0,28305.735,0,0,0,0,0,0,5.08400044838927e-05
0,5.08400044838927e-05,0,0,4204.72000863906,0,0,0.000396671831807328,0,0,28305.735,0,0,0,0,0,0,0
0,0,0,0,4204.72000863906,0,0,0.000396671831807328,0,0,28305.735,0,0,0,0,0,0,5.08400044838927e-05
0,0,0,0,13026.240625,0,0,0.000396671831807328,0,0,0,0,0,0,0,0,0,13026.240625
0,0,0,0,0,0,0,0.000396671831807328,0,0,28305.735,0,0,0,0,0,0,2093.26147113906
0,0,0,0,0,0,0,0.000396671831807328,0,0,28305.735,0,0,0,0,0,0,2093.26147113906
0,4204.72000863906,0,0,2093.26147113906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4204.72000863906,0,0,0.000396671831807328,0,0,28305.735,0,0,0,0,0,0,5.08400044838927e-05
0,0,0,0,0,0,0,0.000396671831807328,0,0,0,0,0,0,0,0,0,13026.240625
0,4204.72000863906,0,0,0,0,0,64.9749333320943,0,0,0,0,0,0,0,0,0,0
0,4204.72000863906,0,0,2093.26147113906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13026.240625,0,0,0.000396671831807328,0,0,0,0,0,0,0,0,0,13026.240625
0,0,0,0,13026.240625,0,0,0,0,0,0,0,0,0,0,0,0,13026.240625
0,0,0,0,0,0,0,0,0,0,2093.26147113906,0,0,0,0,0,13026.240625,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,2093.26147113906,0,0,0,0,0,13026.240625,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,2093.26147113906,0,0,0,0,0,13026.240625,0
0,0,0,0,0,0,0,0,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,2093.26147113906,0,0,0,0,0,13026.240625,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,64.9749333320943,0,0,0,0,0,13026.240625,0
0,0,0,0,0,0,0,0,0,0,2093.26147113906,0,0,0,0,0,13026.240625,0
0,0,0,0,0,0,0,0,0,0,2093.26147113906,0,0,0,0,0,13026.240625,0
0,0,0,0,0,0,0,0,0,0,2093.26147113906,0,0,0,0,0,13026.240625,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,2093.26147113906,0,0,0,0,0,13026.240625,0
0,0,0,0,0,0,0,0,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,2093.26147113906,0,0,0,0,0,13026.240625,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,2093.26147113906,0,0,0,0,0,13026.240625,0
0,0,0,0,0,0,0,0,0,0,13026.240625,0,0,0,0,0,13026.240625,0
0,4204.72000863906,0,0,0,0,0,64.9749333320943,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,0,0,0,64.9749333320943,0,0,0,0,0,21699.7925,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,2093.26147113906,0,0,0,0,0,13026.240625,0
0,0,0,0,0,0,0,5.08400044838927e-05,0,0,0,0,0,0,0,0,21699.7925,0
