"AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome"
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0.014991080073125,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,4.6895295316017e-05,0,0,4773.73488363906,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,2098.03334613906
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.26875
0,4773.73488363906,0,0,0,0,0,69.760906685,0,0,0,0,0,0,0,0,0,0
0,2098.03334613906,0,0,2098.03334613906,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73488363906,0,0,0,0,0,0,0,0,0,0,0,0,4773.73488363906
0,2098.03334613906,0,0,2098.03334613906,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73488363906,0,0,0,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,4.6895295316017e-05,0,0,4773.73488363906,0,0,0,0,0,28305.81,0,0,0,0,0,0,0
0,2098.03334613906,0,0,2098.03334613906,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73488363906,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,2098.03334613906,0,0,2098.03334613906,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,0
0,4773.73488363906,0,0,2098.03334613906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73488363906,0,0,0,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,0,0,0,4773.73488363906,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,4773.73488363906,0,0,0,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28305.81,0,0,0,0,0,0,2098.03334613906
0,4773.73488363906,0,0,2098.03334613906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73488363906,0,0,0,0,0,0,0,0,0,0,0,0,4773.73488363906
0,2098.03334613906,0,0,2098.03334613906,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28305.81,0,0,0,0,0,0,2098.03334613906
0,0,0,0,4773.73488363906,0,0,0,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,4773.73488363906,0,0,0,0,0,69.760906685,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73488363906,0,0,0,0,0,0,0,0,0,0,0,0,4773.73488363906
0,4773.73488363906,0,0,2098.03334613906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4773.73488363906,0,0,0,0,0,69.760906685,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73488363906,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,4773.73488363906
0,0,0,0,0,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,2098.03334613906
0,0,0,0,0,0,0,0,0,0,28305.81,0,0,0,0,0,0,2098.03334613906
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.26875
0,2098.03334613906,0,0,2098.03334613906,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.26875
0,4773.73488363906,0,0,2098.03334613906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73488363906,0,0,0,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,4.6895295316017e-05,0,0,4773.73488363906,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,0
0,4773.73488363906,0,0,0,0,0,69.760906685,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73488363906,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,0,0,0,4773.73488363906,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,0,0,0,0,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,2098.03334613906
0,2098.03334613906,0,0,2098.03334613906,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73488363906,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,4773.73488363906
0,0,0,0,4773.73488363906,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,0,0,0,4773.73488363906,0,0,0,0,0,0,0,0,0,0,0,0,4773.73488363906
0,4.6895295316017e-05,0,0,4773.73488363906,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,0
0,0,0,0,4773.73488363906,0,0,0,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,0,0,0,4773.73488363906,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,4773.73488363906
0,0,0,0,4773.73488363906,0,0,0,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,0,0,0,4773.73488363906,0,0,0,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,2098.03334613906,0,0,2098.03334613906,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.26875
0,4773.73488363906,0,0,2098.03334613906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,2098.03334613906
0,0,0,0,4773.73488363906,0,0,0,0,0,0,0,0,0,0,0,0,4773.73488363906
0,4773.73488363906,0,0,0,0,0,69.760906685,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.26875
0,0,0,0,0,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,13595.26875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.26875
0,0,0,0,4773.73488363906,0,0,0,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,0,0,0,0,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,13595.26875
0,2098.03334613906,0,0,2098.03334613906,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73488363906,0,0,0,0,0,0,0,0,0,0,0,0,4773.73488363906
0,0,0,0,4773.73488363906,0,0,0,0,0,0,0,0,0,0,0,0,4773.73488363906
0,0,0,0,4773.73488363906,0,0,0,0,0,0,0,0,0,0,0,0,4773.73488363906
0,4.6895295316017e-05,0,0,4773.73488363906,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,0
0,4773.73488363906,0,0,2098.03334613906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4773.73488363906,0,0,2098.03334613906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.26875
0,0,0,0,0,0,0,0.014991080073125,0,0,28305.81,0,0,0,0,0,0,2098.03334613906
0,4773.73488363906,0,0,2098.03334613906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4773.73488363906,0,0,2098.03334613906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4773.73488363906,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,4773.73488363906
0,0,0,0,0,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,13595.26875
0,0,0,0,4773.73488363906,0,0,0,0,0,28305.81,0,0,0,0,0,0,4.6895295316017e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,2098.03334613906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,2098.03334613906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,2098.03334613906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0.014991080073125,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0.014991080073125,0,0,13595.26875,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,2098.03334613906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,13595.26875,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,0,0,0,0,0,0,21699.80625,0
0,4773.73488363906,0,0,0,0,0,0.014991080073125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0.014991080073125,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,2098.03334613906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0.014991080073125,0,0,13595.26875,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0.014991080073125,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0.014991080073125,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,2098.03334613906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,4773.73488363906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0.014991080073125,0,0,2098.03334613906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0.014991080073125,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,2098.03334613906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,2098.03334613906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,2098.03334613906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0.014991080073125,0,0,13595.26875,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0.014991080073125,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,2098.03334613906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,69.760906685,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,0,0,0,2098.03334613906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,2098.03334613906,0,0,0,0,0,13595.26875,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,0,0,0,0,0,0,21699.80625,0
0,0,0,0,0,0,0,4.6895295316017e-05,0,0,0,0,0,0,0,0,21699.80625,0
