"AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome"
0,0,0,0,0,0,0,0.0112850116220745,0,0,0,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,4.40306235468164e-05,0,0,2090.8016435259,0,0,0,0,0,13010.171720374,0
0,0,0,0,0,0,0,4.40306235468164e-05,0,0,0,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,0.0112850116220745,0,0,62.5265659812352,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,4.40306235468164e-05,0,0,62.5265659812352,0,0,0,0,0,13010.171720374,0
0,0,0,0,0,0,0,0,0,0,2090.8016435259,0,0,0,0,0,13010.171720374,0
0,0,0,0,0,0,0,0.0112850116220745,0,0,2090.8016435259,0,0,0,0,0,13010.171720374,0
0,4188.64053889986,0,0,0,0,0,62.5265659812352,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.40306235468164e-05,0,0,0,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,4.40306235468164e-05,0,0,62.5265659812352,0,0,0,0,0,13010.171720374,0
0,0,0,0,0,0,0,0,0,0,62.5265659812352,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,4.40306235468164e-05,0,0,62.5265659812352,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,0,0,0,2090.8016435259,0,0,0,0,0,13010.171720374,0
0,0,0,0,0,0,0,0,0,0,2090.8016435259,0,0,0,0,0,13010.171720374,0
0,0,0,0,0,0,0,0,0,0,2090.8016435259,0,0,0,0,0,13010.171720374,0
0,0,0,0,0,0,0,0.0112850116220745,0,0,2090.8016435259,0,0,0,0,0,13010.171720374,0
0,0,0,0,0,0,0,4.40306235468164e-05,0,0,0,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,0.0112850116220745,0,0,0,0,0,0,0,0,21699.8025,0
0,4188.64053889986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.40306235468164e-05,0,0,0,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,4.40306235468164e-05,0,0,0,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,0.0112850116220745,0,0,2090.8016435259,0,0,0,0,0,13010.171720374,0
0,0,0,0,0,0,0,4.40306235468164e-05,0,0,0,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,4.40306235468164e-05,0,0,0,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8025,0
0,0,0,0,0,0,0,0,0,0,2090.8016435259,0,0,0,0,0,13010.171720374,0
0,0,0,0,0,0,0,0,0,0,62.5265659812352,0,0,0,0,0,21699.8025,0
