"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action"
0,0,0.0253437629940591,0.0253437629940591,0,0.0253437629940591
0.00073918964242018,0.00073918964242018,0.00073918964242018,0.00073918964242018,0,0
0.0121996319132777,0.0121996319132777,0.0121996319132777,0.0121996319132777,0,0
0.00129627025196068,0.00129627025196068,0.00129627025196068,0.00129627025196068,0,0
0.0118319349856132,0.0118319349856132,0.0118319349856132,0.0118319349856132,0.0118319349856132,0.0118319349856132
0.0155459514697602,0.0155459514697602,0.0155459514697602,0.0155459514697602,0.0155459514697602,0.0155459514697602
0.0253437629940591,0.0253437629940591,0.0253437629940591,0.0253437629940591,0.0253437629940591,0.0253437629940591
0.00073918964242018,0.00073918964242018,0.00073918964242018,0.00073918964242018,0,0.00073918964242018
0.0121996319132777,0.0121996319132777,0.0121996319132777,0.0121996319132777,0,0.0121996319132777
0.00129627025196068,0.00129627025196068,0.00129627025196068,0.00129627025196068,0,0.00129627025196068
0.0118319349856132,0.0118319349856132,0.0118319349856132,0,0.0118319349856132,0.0118319349856132
0.0155459514697602,0.0155459514697602,0.0155459514697602,0,0.0155459514697602,0.0155459514697602
0.0253437629940591,0.0253437629940591,0.0253437629940591,0,0.0253437629940591,0.0253437629940591
0.00073918964242018,0.00073918964242018,0,0.00073918964242018,0.00073918964242018,0
0.0121996319132777,0.0121996319132777,0,0.0121996319132777,0.0121996319132777,0
0.00129627025196068,0.00129627025196068,0,0.00129627025196068,0.00129627025196068,0
0.0118319349856132,0.0118319349856132,0,0.0118319349856132,0.0118319349856132,0.0118319349856132
0.0155459514697602,0.0155459514697602,0,0.0155459514697602,0.0155459514697602,0.0155459514697602
0.0253437629940591,0.0253437629940591,0,0.0253437629940591,0.0253437629940591,0.0253437629940591
0.00073918964242018,0.00073918964242018,0,0,0.00073918964242018,0.00073918964242018
0.0121996319132777,0.0121996319132777,0,0,0.0121996319132777,0.0121996319132777
0.00129627025196068,0.00129627025196068,0,0,0.00129627025196068,0.00129627025196068
0.0118319349856132,0,0.0118319349856132,0.0118319349856132,0.0118319349856132,0.0118319349856132
0.0155459514697602,0,0.0155459514697602,0.0155459514697602,0.0155459514697602,0.0155459514697602
0.0253437629940591,0,0.0253437629940591,0.0253437629940591,0.0253437629940591,0.0253437629940591
0.00073918964242018,0,0.00073918964242018,0.00073918964242018,0,0.00073918964242018
0.0121996319132777,0,0.0121996319132777,0.0121996319132777,0,0.0121996319132777
0.00129627025196068,0,0.00129627025196068,0.00129627025196068,0,0.00129627025196068
0.0118319349856132,0,0.0118319349856132,0,0.0118319349856132,0.0118319349856132
0.0155459514697602,0,0.0155459514697602,0,0.0155459514697602,0.0155459514697602
0.0253437629940591,0,0.0253437629940591,0,0.0253437629940591,0.0253437629940591
0.00073918964242018,0,0,0.00073918964242018,0,0
0.0121996319132777,0,0,0.0121996319132777,0,0
0.00129627025196068,0,0,0.00129627025196068,0,0
0.0118319349856132,0,0,0.0118319349856132,0.0118319349856132,0.0118319349856132
0.0155459514697602,0,0,0.0155459514697602,0.0155459514697602,0.0155459514697602
0.0253437629940591,0,0,0.0253437629940591,0.0253437629940591,0.0253437629940591
0.00073918964242018,0,0,0,0.00073918964242018,0
0.0121996319132777,0,0,0,0.0121996319132777,0
0.00129627025196068,0,0,0,0.00129627025196068,0
0.0118319349856132,0,0,0,0,0.0118319349856132
0.0155459514697602,0,0,0,0,0.0155459514697602
0.0253437629940591,0,0,0,0,0.0253437629940591
