"Tetra.outcome","Colp.outcome","Dexio.outcome","Loxo.outcome","Para.outcome","Spiro.outcome"
0.00241190813246787,0,0,0.0116184952952941,0.0352996903383318,0.0198569396032724
0.000210755373201913,0,0.000854694003201913,0.0352996903383318,0,0.0352996903383318
0.000210755373201913,0,0.000854694003201913,0.0352996903383318,0,0.0116184952952941
0.00241190813246787,0,0.000854694003201913,0.0962840060595238,0,0.0198569396032724
0.00241190813246787,0,0,0.0962840060595238,0,0
0.000210755373201913,0,0,0.0962840060595238,0,0
0.00586736232448958,0,0,0.0962840060595238,0,0
0.000210755373201913,0,0,0,0.0116184952952941,0
0.000210755373201913,0,0,0,0.0116184952952941,0
0.000210755373201913,0,0,0,0.0352996903383318,0
0.000210755373201913,0,0,0,0,0.0962840060595238
0.000210755373201913,0,0,0,0,0.0198569396032724
0.000210755373201913,0,0,0,0,0.0198569396032724
