"Tetra.outcome","Colp.outcome","Dexio.outcome","Loxo.outcome","Para.outcome","Spiro.outcome"
0,0.0167256963961109,0,0.00384127518989343,0,0
0,0.014489256444048,0,0.145604405095518,0,0
0,0.0711208765337751,0,0.0231847012789577,0,0
0,0.0241929061495027,0,0,0,0
0,0.00826272414970202,0,0,0,0.00367915794578244
0,0.0157649446784064,0,0,0,0
0,0,0.00171064670087228,0,0.0225664621156179,0
0,0,0.000367560307746386,0,0.019121114626016,0
0,0,0.00962954546807663,0,0.0400431659793731,0
0,0,0.000376072264459317,0,0,0.152245903627091
0,0,0.000909185270659582,0,0,0.0512476333449836
0,0,0.000385615073403032,0,0,0.0423130696350833
0,0,0,0,0,0.0764364168054457
0,0,0,0,0,0
0,0,0,0,0,0.0634640154464081
0.00131683323142018,0,0.000424655725615307,0,0,0.0516998482561838
0.00353018268658099,0,0.000780398866297261,0,0,0.0278819747821452
0.00118157748968252,0,0.000998204272365479,0,0,0.0285758399831119
0.01466594,0,0.01979118,0,0,0
0.00650685,0,0.02028045,0,0,0
0.00874291,0,0.02311185,0,0,0
0.0001494463,0,0,0.06282404,0,0
0.0002000959,0,0,0.1273276,0,0
0.001194052,0,0,0.1326292,0,0
1.929833e-05,0,0,0,0.01887364,0
0.0001081357,0,0,0,0.0123445,0
0.0001520262,0,0,0,0.040841,0
0.0008294614,0,0,0,0,0.02022826
0.0004067481,0,0,0,0,0.01801862
0.0001833496,0,0,0,0,0.02102659
